"","Accn","tar","tid","qry","qid","eva","sca","bia","evd","scd","bid","Source","Super.Group","Organism_Taxonomic_ID","Organism.Name"
"142","GCA_013677255.1","MBA0818253.1"," -"," PTHR19842.orig.30.pi"," -",2.9e-52,178.3,0.1,3.1e-52,178.2,0.1,"NCBI","Streptophyta",34285,"Gossypium harknessii"
"143","GCA_013677245.1","MBA0637168.1"," -"," PTHR19842.orig.30.pi"," -",1e-150,502,1.3,1e-151,501.9,1.3,"NCBI","Streptophyta",34287,"Gossypium davidsonii"
"144","GCA_013467485.1","MBA0551282.1"," -"," PTHR19842.orig.30.pi"," -",2.2e-77,260.8,0.1,2.4e-77,260.7,0.1,"NCBI","Streptophyta",34289,"Gossypium lobatum"
"145","GCA_013487665.1","MBA0677252.1"," -"," PTHR19842.orig.30.pi"," -",2.2e-77,260.8,0.1,2.4e-77,260.7,0.1,"NCBI","Streptophyta",34290,"Gossypium aridum"
"146","GCA_013677275.1","MBA0849369.1"," -"," PTHR19842.orig.30.pi"," -",8e-134,446.5,0.5,1e-135,446.3,0.5,"NCBI","Streptophyta",34291,"Gossypium schwendimanii"
"147","GCA_003112345.1","PWA67762.1"," -"," PTHR19842.orig.30.pi"," -",1.3e-149,499.3,2.5,6e-150,499,2.5,"NCBI","Streptophyta",35608,"Artemisia annua"
"148","GCA_903114435.1","CAB4317126.1"," -"," PTHR19842.orig.30.pi"," -",2.6e-151,503.7,2.1,1e-152,503.5,2.1,"NCBI","Streptophyta",36596,"Prunus armeniaca"
"149","GCA_018691285.1","KAG6580828.1"," -"," PTHR19842.orig.30.pi"," -",8.2e-142,472.5,1.8,5e-142,471.7,1.8,"NCBI","Streptophyta",37648,"Cucurbita argyrosperma subsp. sororia"
"150","GCA_007726485.1","TVU20022.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-86,291.9,0.3,1.9e-86,291.5,0.3,"NCBI","Streptophyta",38414,"Eragrostis curvula"
"151","GCA_016808335.1","KAG2558560.1"," -"," PTHR19842.orig.30.pi"," -",1.9e-148,496.4,1.7,3e-149,496.1,1.7,"NCBI","Streptophyta",38727,"Panicum virgatum"
"152","GCA_905216605.1","CAE5967687.1"," -"," PTHR19842.orig.30.pi"," -",3.3e-146,486.6,3.2,7e-147,486.4,3.2,"NCBI","Streptophyta",38785,"Arabidopsis arenosa"
"153","GCA_028411795.1","WCJ28172.1"," -"," PTHR19842.orig.30.pi"," -",2e-146,487.5,3.1,2e-147,487.4,3.1,"NCBI","Streptophyta",38846,"Euphorbia peplus"
"154","GCA_014058105.1","KAF6142008.1"," -"," PTHR19842.orig.30.pi"," -",1.3e-147,492.1,0.8,6e-148,491.8,0.8,"NCBI","Streptophyta",39325,"Kingdonia uniflora"
"155","GCA_022085475.1","KAH9616677.1"," -"," PTHR19842.orig.30.pi"," -",3.1e-149,496.7,4.3,7e-150,496.4,4.3,"NCBI","Streptophyta",39905,"Heliosperma pusillum"
"156","GCA_000004655.2","EEC75940.1"," -"," PTHR19842.orig.30.pi"," -",3.7e-145,483.8,3.2,5e-146,483.6,3.2,"NCBI","Streptophyta",39946,"Oryza sativa Indica Group"
"157","GCA_001433935.1","BAS85765.1"," -"," PTHR19842.orig.30.pi"," -",4.8e-145,483.8,3.2,8e-146,483.6,3.2,"NCBI","Streptophyta",39947,"Oryza sativa Japonica Group"
"158","GCA_009797565.1","KAF2940672.1"," -"," PTHR19842.orig.30.pi"," -",4.8e-145,483.8,3.2,8e-146,483.6,3.2,"NCBI","Streptophyta",39947,"Oryza sativa Japonica Group"
"159","GCA_009797565.1","KAF2940673.1"," -"," PTHR19842.orig.30.pi"," -",4.8e-145,483.8,3.2,8e-146,483.6,3.2,"NCBI","Streptophyta",39947,"Oryza sativa Japonica Group"
"160","GCA_009797565.1","KAF2940674.1"," -"," PTHR19842.orig.30.pi"," -",4.8e-145,483.8,3.2,8e-146,483.6,3.2,"NCBI","Streptophyta",39947,"Oryza sativa Japonica Group"
"161","GCA_009797565.1","KAF2940675.1"," -"," PTHR19842.orig.30.pi"," -",4.8e-145,483.8,3.2,8e-146,483.6,3.2,"NCBI","Streptophyta",39947,"Oryza sativa Japonica Group"
"162","GCA_029228465.1","KAJ6749763.1"," -"," PTHR19842.orig.30.pi"," -",2.2e-150,500.9,3.1,7e-151,500.6,3.1,"NCBI","Streptophyta",40686,"Salix viminalis"
"163","GCA_945859875.1","CAH9116592.1"," -"," PTHR19842.orig.30.pi"," -",5.3e-145,483,1.9,1e-146,482.8,1.9,"NCBI","Streptophyta",41803,"Cuscuta europaea"
"164","GCA_043381455.1","KAL2609006.1"," -"," PTHR19842.orig.30.pi"," -",1.3e-141,471.8,0.6,6e-142,471.6,0.6,"NCBI","Streptophyta",41844,"Riccia fluitans"
"165","GCA_005239225.1","TKR84110.1"," -"," PTHR19842.orig.30.pi"," -",4.6e-150,499.8,2.3,4e-151,499.6,2.3,"NCBI","Streptophyta",43335,"Populus alba"
"166","GCA_037962975.1","KAK7302973.1"," -"," PTHR19842.orig.30.pi"," -",3.8e-150,499.8,2,4e-151,499.6,2,"NCBI","Streptophyta",43366,"Clitoria ternatea"
"167","GCA_033220585.1","KAK3217767.1"," -"," PTHR19842.orig.30.pi"," -",2.8e-145,484.1,3,4e-146,483.8,3,"NCBI","Streptophyta",43782,"Dipteronia sinensis"
"168","GCA_019202805.1","KAG7582387.1"," -"," PTHR19842.orig.30.pi"," -",9.1e-146,486.6,3.2,1e-145,486.4,3.2,"NCBI","Streptophyta",45249,"Arabidopsis suecica"
"169","GCA_013358455.1","KAF5200626.1"," -"," PTHR19842.orig.30.pi"," -",7.8e-131,436.6,1.9,6e-132,436.5,1.9,"NCBI","Streptophyta",46969,"Thalictrum thalictroides"
"170","GCA_019455425.1","KAG8503991.1"," -"," PTHR19842.orig.30.pi"," -",9.8e-151,502,1.3,1e-151,501.9,1.3,"NCBI","Streptophyta",47600,"Gossypium anomalum"
"171","GCA_020496765.1","KAH1123043.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-150,502,1.3,5e-151,501.9,1.3,"NCBI","Streptophyta",47602,"Gossypium stocksii"
"172","GCA_005393395.2","KAA3465206.1"," -"," PTHR19842.orig.30.pi"," -",2.1e-110,369.6,0.1,3e-111,369.5,0.1,"NCBI","Streptophyta",47621,"Gossypium australe"
"173","GCA_025413875.1","KAI8558980.1"," -"," PTHR19842.orig.30.pi"," -",6.3e-146,486.8,1.3,4e-147,486.6,1.3,"NCBI","Streptophyta",49168,"Rhododendron molle"
"174","GCA_900059795.1","CDP10075.1"," -"," PTHR19842.orig.30.pi"," -",6.3e-150,499,1.6,7e-150,498.8,1.6,"NCBI","Streptophyta",49390,"Coffea canephora"
"175","GCA_001879085.1","OIT32209.1"," -"," PTHR19842.orig.30.pi"," -",3e-146,487.3,0.5,6e-147,487,0.5,"NCBI","Streptophyta",49451,"Nicotiana attenuata"
"176","GCA_035578085.1","KAK4733889.1"," -"," PTHR19842.orig.30.pi"," -",3.7e-146,487,0.5,3e-147,486.8,0.5,"NCBI","Streptophyta",50273,"Solanum pinnatisectum"
"177","GCA_000733195.1","KFK39138.1"," -"," PTHR19842.orig.30.pi"," -",3.5e-145,483.2,2,9e-146,483.1,2,"NCBI","Streptophyta",50452,"Arabis alpina"
"178","GCA_016413895.1","KAG0498695.1"," -"," PTHR19842.orig.30.pi"," -",3.4e-147,490.2,1.3,3e-148,489.8,1.3,"NCBI","Streptophyta",51239,"Vanilla planifolia"
"179","GCA_001411555.2","KAF5473308.1"," -"," PTHR19842.orig.30.pi"," -",3.3e-149,497.3,2.3,4e-149,497,2.3,"NCBI","Streptophyta",51240,"Juglans regia"
"180","GCA_902729315.2","CAA7405423.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-141,471.7,0.3,2e-142,471.5,0.3,"NCBI","Streptophyta",51605,"Spirodela intermedia"
"181","GCA_040550855.1","KAL0707403.1"," -"," PTHR19842.orig.30.pi"," -",1.6e-145,486.5,2.8,7e-146,486.4,2.8,"NCBI","Streptophyta",52824,"Brassica carinata"
"182","GCA_040550855.1","KAL0743455.1"," -"," PTHR19842.orig.30.pi"," -",1.6e-145,486.5,2.8,7e-146,486.4,2.8,"NCBI","Streptophyta",52824,"Brassica carinata"
"183","GCA_040584065.1","KAL0816561.1"," -"," PTHR19842.orig.30.pi"," -",1.6e-145,486.5,2.8,7e-146,486.4,2.8,"NCBI","Streptophyta",52824,"Brassica carinata"
"184","GCA_040584065.1","KAL0899918.1"," -"," PTHR19842.orig.30.pi"," -",1.6e-145,486.5,2.8,7e-146,486.4,2.8,"NCBI","Streptophyta",52824,"Brassica carinata"
"185","GCA_021442195.1","KAH8938906.1"," -"," PTHR19842.orig.30.pi"," -",8.1e-148,492.9,2,4e-149,492.6,2,"NCBI","Streptophyta",53036,"Sphagnum fallax"
"186","GCA_030737835.1","KAK1256746.1"," -"," PTHR19842.orig.30.pi"," -",1.8e-149,497.4,2.7,2e-150,497.2,2.7,"NCBI","Streptophyta",55184,"Acorus gramineus"
"187","GCA_030737835.1","KAK1271491.1"," -"," PTHR19842.orig.30.pi"," -",1.8e-149,497.4,2.7,2e-150,497.2,2.7,"NCBI","Streptophyta",55184,"Acorus gramineus"
"188","GCA_002897195.1","GAY61109.1"," -"," PTHR19842.orig.30.pi"," -",1.3e-129,432.8,1.4,6e-130,432.5,1.4,"NCBI","Streptophyta",55188,"Citrus unshiu"
"189","GCA_020875875.1","KAH7667850.1"," -"," PTHR19842.orig.30.pi"," -",1.8e-147,491.5,1.5,2e-147,491.3,1.5,"NCBI","Streptophyta",55571,"Dioscorea alata"
"190","GCA_912172775.2","CAI9787554.1"," -"," PTHR19842.orig.30.pi"," -",2.4e-149,497.5,1.6,9e-150,497.3,1.6,"NCBI","Streptophyta",56036,"Fraxinus pennsylvanica"
"191","GCA_002174775.1","OVA05919.1"," -"," PTHR19842.orig.30.pi"," -",4.7e-149,495.9,2.6,2e-150,495.7,2.6,"NCBI","Streptophyta",56857,"Macleaya cordata"
"192","GCA_014180765.2","KAG6541382.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-141,471.4,1.2,2e-142,471.3,1.2,"NCBI","Streptophyta",56867,"Marchantia paleacea"
"193","GCA_000583005.2","PNY08493.1"," -"," PTHR19842.orig.30.pi"," -",7.5e-150,500,1.6,9e-151,499.8,1.6,"NCBI","Streptophyta",57577,"Trifolium pratense"
"194","GCA_002906115.5","KAK7844770.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-76,258.9,0.2,1.1e-76,258.9,0.2,"NCBI","Streptophyta",58331,"Quercus suber"
"195","GCA_040183295.1","KAK9921811.1"," -"," PTHR19842.orig.30.pi"," -",8.5e-150,499.2,1.1,9e-151,499,1.1,"NCBI","Streptophyta",59490,"Rubus argutus"
"196","GCA_944990045.1","CAH8260911.1"," -"," PTHR19842.orig.30.pi"," -",4.3e-146,486.6,3.2,8e-147,486.4,3.2,"NCBI","Streptophyta",59689,"Arabidopsis lyrata"
"197","GCA_001531365.2","KVH98458.1"," -"," PTHR19842.orig.30.pi"," -",3.3e-84,283.1,1.7,2.7e-61,207.7,0.2,"NCBI","Streptophyta",59895,"Cynara cardunculus var. scolymus"
"198","GCA_000763605.2","KAF3976820.1"," -"," PTHR19842.orig.30.pi"," -",1.5e-149,498.1,3,8e-150,497.9,3,"NCBI","Streptophyta",60419,"Castanea mollissima"
"199","GCA_045791845.1","KAL3373099.1"," -"," PTHR19842.orig.30.pi"," -",6.4e-146,487.1,0.5,7e-147,486.8,0.5,"NCBI","Streptophyta",62892,"Solanum stoloniferum"
"200","GCA_002914845.1","PON91681.1"," -"," PTHR19842.orig.30.pi"," -",1e-146,488.9,1,1e-147,488.7,1,"NCBI","Streptophyta",63057,"Trema orientale"
"201","GCA_039720395.1","KAK9290577.1"," -"," PTHR19842.orig.30.pi"," -",4.2e-150,499.7,1.6,6e-151,499.6,1.6,"NCBI","Streptophyta",63359,"Liquidambar formosana"
"202","GCA_902706635.1","CAA0829892.1"," -"," PTHR19842.orig.30.pi"," -",2.6e-148,493.8,1.5,1e-149,493.6,1.5,"NCBI","Streptophyta",68872,"Striga hermonthica"
"203","GCA_003260695.2","KAF2590917.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-117,393.8,0.7,2e-118,393.6,0.7,"NCBI","Streptophyta",69181,"Brassica cretica"
"204","GCA_003427395.1","GBG59631.1"," -"," PTHR19842.orig.30.pi"," -",1.2e-98,331,2.6,1.5e-98,330.6,2.6,"NCBI","Streptophyta",69332,"Chara braunii"
"205","GCA_000612305.2","KAK3446754.1"," -"," PTHR19842.orig.30.pi"," -",5.6e-148,493.4,1.8,1e-149,493.3,1.8,"NCBI","Streptophyta",71139,"Eucalyptus grandis"
"206","GCA_026261945.1","KAJ0264360.1"," -"," PTHR19842.orig.30.pi"," -",5.9e-146,486.5,2.8,5e-147,486.4,2.8,"NCBI","Streptophyta",71354,"Hirschfeldia incana"
"207","GCA_000478725.1","ESQ48099.1"," -"," PTHR19842.orig.30.pi"," -",2.6e-145,484,2.6,8e-146,483.9,2.6,"NCBI","Streptophyta",72664,"Eutrema salsugineum"
"208","GCA_000478725.1","ESQ48101.1"," -"," PTHR19842.orig.30.pi"," -",2.6e-145,484,2.6,8e-146,483.9,2.6,"NCBI","Streptophyta",72664,"Eutrema salsugineum"
"209","GCA_002994745.2","PRQ44600.1"," -"," PTHR19842.orig.30.pi"," -",5.1e-151,503.4,0.8,6e-151,503.2,0.8,"NCBI","Streptophyta",74649,"Rosa chinensis"
"210","GCA_023531435.1","KAI3926424.1"," -"," PTHR19842.orig.30.pi"," -",1.8e-147,491.6,0.6,1e-148,491.4,0.6,"NCBI","Streptophyta",74822,"Papaver californicum"
"211","GCA_023531435.1","KAI3995657.1"," -"," PTHR19842.orig.30.pi"," -",1.8e-147,491.6,0.6,1e-148,491.4,0.6,"NCBI","Streptophyta",74822,"Papaver californicum"
"212","GCA_023529015.1","MCL7040731.1"," -"," PTHR19842.orig.30.pi"," -",7.9e-110,367.5,0.1,3e-111,367.2,0.1,"NCBI","Streptophyta",74823,"Papaver nudicaule"
"213","GCA_928212115.1","CAH1442950.1"," -"," PTHR19842.orig.30.pi"," -",8.6e-134,446.7,2.1,1e-134,446.3,2.1,"NCBI","Streptophyta",75947,"Lactuca virosa"
"214","GCA_949927565.1","CAI9266838.1"," -"," PTHR19842.orig.30.pi"," -",5.9e-134,447.3,2.5,4e-135,447,2.5,"NCBI","Streptophyta",75948,"Lactuca saligna"
"215","GCA_963924115.1","CAK7342496.1"," -"," PTHR19842.orig.30.pi"," -",1.4e-113,379.7,1,9e-114,379.2,1,"NCBI","Streptophyta",77055,"Dovyalis caffra"
"216","GCA_029228495.1","KAJ6756327.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-150,502.1,2.3,2e-151,502,2.3,"NCBI","Streptophyta",77065,"Salix purpurea"
"217","GCA_029228495.1","KAJ6756328.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-150,502.1,2.3,2e-151,502,2.3,"NCBI","Streptophyta",77065,"Salix purpurea"
"218","GCA_036250425.1","MED6155080.1"," -"," PTHR19842.orig.30.pi"," -",2.9e-148,495.7,2.5,2e-149,495.6,2.5,"NCBI","Streptophyta",79078,"Stylosanthes scabra"
"219","GCA_001625215.2","WOH00097.1"," -"," PTHR19842.orig.30.pi"," -",2e-149,497.8,2.3,2e-150,497.7,2.3,"NCBI","Streptophyta",79200,"Daucus carota subsp. sativus"
"220","GCA_964271285.1","CAL9221292.1"," -"," PTHR19842.orig.30.pi"," -",1.2e-145,485.4,3.4,3e-146,485.2,3.4,"NCBI","Streptophyta",81970,"Arabidopsis halleri"
"221","GCA_000004255.1","EFH61500.1"," -"," PTHR19842.orig.30.pi"," -",4.7e-146,486.6,3.2,2e-147,486.4,3.2,"NCBI","Streptophyta",81972,"Arabidopsis lyrata subsp. lyrata"
"222","GCA_000375325.1","EOA31099.1"," -"," PTHR19842.orig.30.pi"," -",4.1e-146,486.6,3.2,6e-147,486.4,3.2,"NCBI","Streptophyta",81985,"Capsella rubella"
"223","GCA_000493195.1","ESR34696.1"," -"," PTHR19842.orig.30.pi"," -",2.4e-146,487.6,3.1,9e-147,487.4,3.1,"NCBI","Streptophyta",85681,"Citrus x clementina"
"224","GCA_000143415.2","EFJ04593.1"," -"," PTHR19842.orig.30.pi"," -",2e-136,455.1,1.7,3e-137,454.8,1.7,"NCBI","Streptophyta",88036,"Selaginella moellendorffii"
"225","GCA_963425845.1","CAJ1961965.1"," -"," PTHR19842.orig.30.pi"," -",1.6e-150,501.2,1.9,9e-151,501,1.9,"NCBI","Streptophyta",92480,"Sphenostylis stenocarpa"
"226","GCA_001974825.2","OMO70229.1"," -"," PTHR19842.orig.30.pi"," -",4.2e-150,500,2.6,6e-151,499.9,2.6,"NCBI","Streptophyta",93759,"Corchorus olitorius"
"227","GCA_022539455.1","KAI0498323.1"," -"," PTHR19842.orig.30.pi"," -",1.3e-145,485,2,4e-146,484.9,2,"NCBI","Streptophyta",94219,"Dendrobium nobile"
"228","GCA_018446385.1","KAG6481813.1"," -"," PTHR19842.orig.30.pi"," -",3.3e-142,475.1,3.3,7e-143,474.9,3.3,"NCBI","Streptophyta",94328,"Zingiber officinale"
"229","GCA_003490085.1","MCH88607.1"," -"," PTHR19842.orig.30.pi"," -",9.7e-55,188.4,0.1,1.1e-54,188.2,0.1,"NCBI","Streptophyta",97028,"Trifolium medium"
"230","GCA_016081115.2","KAK6127335.1"," -"," PTHR19842.orig.30.pi"," -",9.3e-149,496.1,1.8,1e-149,495.9,1.8,"NCBI","Streptophyta",99300,"Rehmannia glutinosa"
"231","GCA_020796215.1","KAH7557300.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-128,428.9,1,4e-129,428.6,1,"NCBI","Streptophyta",99658,"Xanthoceras sorbifolium"
"232","GCA_030254885.1","KAJ9695750.1"," -"," PTHR19842.orig.30.pi"," -",2.9e-148,494.2,4.2,4e-149,493.9,4.2,"NCBI","Streptophyta",103349,"Vitis rotundifolia"
"233","GCA_019279435.1","KAG8062121.1"," -"," PTHR19842.orig.30.pi"," -",2.4e-148,495,2.2,9e-149,494.7,2.2,"NCBI","Streptophyta",103762,"Zizania palustris"
"234","GCA_000708835.1","GAQ81056.1"," -"," PTHR19842.orig.30.pi"," -",1.2e-145,484.3,2,3e-146,484.2,2,"NCBI","Streptophyta",105231,"Klebsormidium nitens"
"235","GCA_006381635.2","KAE8694788.1"," -"," PTHR19842.orig.30.pi"," -",5.5e-150,500.8,1.4,6e-150,500.7,1.4,"NCBI","Streptophyta",106335,"Hibiscus syriacus"
"236","GCA_006547085.1","TQD78037.1"," -"," PTHR19842.orig.30.pi"," -",6.8e-77,259.8,0.2,7.4e-77,259.7,0.2,"NCBI","Streptophyta",106549,"Malus baccata"
"237","GCA_005223365.2","KAF0909927.1"," -"," PTHR19842.orig.30.pi"," -",1.3e-144,482.4,1.8,6e-145,482.2,1.8,"NCBI","Streptophyta",110450,"Oryza meyeriana var. granulata"
"238","GCA_033065855.1","KAK2967705.1"," -"," PTHR19842.orig.30.pi"," -",1.5e-143,478.3,4.6,5e-143,475,4.6,"NCBI","Streptophyta",112253,"Escallonia rubra"
"239","GCA_964340505.1","CAM0903759.1"," -"," PTHR19842.orig.30.pi"," -",8.2e-149,496.1,3,9e-150,495.8,3,"NCBI","Streptophyta",114194,"Alopecurus aequalis"
"240","GCA_964340505.1","CAM0954305.1"," -"," PTHR19842.orig.30.pi"," -",8.2e-149,496.1,3,9e-150,495.8,3,"NCBI","Streptophyta",114194,"Alopecurus aequalis"
"241","GCA_023376185.1","KAI3513343.1"," -"," PTHR19842.orig.30.pi"," -",4.6e-150,500.4,2.8,4e-151,500.2,2.8,"NCBI","Streptophyta",114280,"Cichorium endivia"
"242","GCA_040670175.1","KAL0911721.1"," -"," PTHR19842.orig.30.pi"," -",2.4e-146,487.3,2,6e-147,487.1,2,"NCBI","Streptophyta",117978,"Dendrobium thyrsiflorum"
"243","GCA_014282245.1","KAF7145161.1"," -"," PTHR19842.orig.30.pi"," -",6.5e-123,410.6,1.9,9e-63,212.9,0.8,"NCBI","Streptophyta",118357,"Rhododendron simsii"
"244","GCA_018804465.1","KAG6744824.1"," -"," PTHR19842.orig.30.pi"," -",4.1e-150,500.8,2.5,8e-151,500.5,2.5,"NCBI","Streptophyta",118781,"Populus tomentosa"
"245","GCA_023653495.1","KAI4330502.1"," -"," PTHR19842.orig.30.pi"," -",1.5e-146,488.7,3.3,6e-147,488.6,3.3,"NCBI","Streptophyta",119954,"Melastoma candidum"
"246","GCA_023344035.1","KAI3427509.1"," -"," PTHR19842.orig.30.pi"," -",2e-37,128.6,6.6,3.2e-29,101.7,5,"NCBI","Streptophyta",120290,"Psidium guajava"
"247","GCA_043235775.1","KAL2466145.1"," -"," PTHR19842.orig.30.pi"," -",2.6e-132,442,1.9,4e-133,441.6,1.9,"NCBI","Streptophyta",126358,"Abeliophyllum distichum"
"248","GCA_043235775.1","KAL2466149.1"," -"," PTHR19842.orig.30.pi"," -",2.6e-132,442,1.9,4e-133,441.6,1.9,"NCBI","Streptophyta",126358,"Abeliophyllum distichum"
"249","GCA_964014455.1","CAK9864990.1"," -"," PTHR19842.orig.30.pi"," -",4.8e-148,492.9,2,5e-149,492.6,2,"NCBI","Streptophyta",128206,"Sphagnum jensenii"
"250","GCA_021904315.1","KAH9538477.1"," -"," PTHR19842.orig.30.pi"," -",1.8e-146,488.5,1.5,1e-147,488.3,1.5,"NCBI","Streptophyta",128215,"Sphagnum magellanicum"
"251","GCA_963970355.1","CAK9205350.1"," -"," PTHR19842.orig.30.pi"," -",4.3e-148,492.9,2,5e-148,492.6,2,"NCBI","Streptophyta",128251,"Sphagnum troendelagicum"
"252","GCA_900332095.2","VFQ92444.1"," -"," PTHR19842.orig.30.pi"," -",2.7e-144,481.3,0.8,1e-145,481.1,0.8,"NCBI","Streptophyta",132261,"Cuscuta campestris"
"253","GCA_900332095.2","VFQ92447.1"," -"," PTHR19842.orig.30.pi"," -",2.7e-144,481.3,0.8,1e-145,481.1,0.8,"NCBI","Streptophyta",132261,"Cuscuta campestris"
"254","GCA_037074985.1","KAK6793909.1"," -"," PTHR19842.orig.30.pi"," -",2.1e-145,484.6,0.3,5e-146,484.3,0.3,"NCBI","Streptophyta",147425,"Solanum bulbocastanum"
"255","GCA_033239525.1","GMH08180.1"," -"," PTHR19842.orig.30.pi"," -",5.9e-146,486.3,4.7,1e-147,486.1,4.7,"NCBI","Streptophyta",150966,"Nepenthes gracilis"
"256","GCA_019511825.2","KAH6819395.1"," -"," PTHR19842.orig.30.pi"," -",8.3e-148,492.6,2.9,8e-149,492.4,2.9,"NCBI","Streptophyta",151328,"Perilla frutescens var. frutescens"
"257","GCA_964267205.1","CAL9025829.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-149,498.9,2.2,3e-150,498.7,2.2,"NCBI","Streptophyta",151428,"Prunus brigantina"
"258","GCA_039657365.1","KAK9161906.1"," -"," PTHR19842.orig.30.pi"," -",2.5e-145,484.2,3.4,1e-146,483.9,3.4,"NCBI","Streptophyta",152371,"Stephania yunnanensis"
"259","GCA_020521535.1","GKV25758.1"," -"," PTHR19842.orig.30.pi"," -",4.1e-106,356.4,2.2,5e-107,356.3,2.2,"NCBI","Streptophyta",152421,"Rubroshorea leprosula"
"260","GCA_028052125.1","KAJ4720466.1"," -"," PTHR19842.orig.30.pi"," -",4.7e-148,493.1,3.4,6e-149,492.8,3.4,"NCBI","Streptophyta",155640,"Melia azedarach"
"261","GCA_003370565.1","RDX69212.1"," -"," PTHR19842.orig.30.pi"," -",8.2e-132,440.6,2,3e-122,407,0.4,"NCBI","Streptophyta",157652,"Mucuna pruriens"
"262","GCA_004320505.1","BAT87214.1"," -"," PTHR19842.orig.30.pi"," -",9.6e-150,498.6,2,1e-150,498.4,2,"NCBI","Streptophyta",157739,"Vigna angularis var. angularis"
"263","GCA_026573395.1","KAJ1276636.1"," -"," PTHR19842.orig.30.pi"," -",8.1e-149,496.1,1.8,8e-150,495.9,1.8,"NCBI","Streptophyta",158149,"Paspalum vaginatum"
"264","GCA_902713445.1","CAA2965073.1"," -"," PTHR19842.orig.30.pi"," -",3.9e-147,491.4,0.8,6e-148,491.2,0.8,"NCBI","Streptophyta",158383,"Olea europaea subsp. europaea"
"265","GCA_019845555.1","KAG9454708.1"," -"," PTHR19842.orig.30.pi"," -",3.3e-139,463.5,1.6,9e-140,463.3,1.6,"NCBI","Streptophyta",158543,"Aristolochia fimbriata"
"266","GCA_034814905.1","KAK4485401.1"," -"," PTHR19842.orig.30.pi"," -",1e-148,494.4,2.3,1e-149,494.3,2.3,"NCBI","Streptophyta",160366,"Penstemon davidsonii"
"267","GCA_019925795.1","KAH0454605.1"," -"," PTHR19842.orig.30.pi"," -",2.4e-146,487.3,2,6e-147,487.1,2,"NCBI","Streptophyta",161865,"Dendrobium chrysotoxum"
"268","GCA_014362265.1","GFY93650.1"," -"," PTHR19842.orig.30.pi"," -",2.3e-147,491.5,0.7,8e-148,491.3,0.7,"NCBI","Streptophyta",165716,"Actinidia rufa"
"269","GCA_022379115.2","KAI4328640.1"," -"," PTHR19842.orig.30.pi"," -",3.3e-146,487.4,3.9,2e-147,487.1,3.9,"NCBI","Streptophyta",167791,"Bauhinia variegata"
"270","GCA_019426215.1","KAG8371903.1"," -"," PTHR19842.orig.30.pi"," -",5.5e-149,496.1,1.7,6e-149,495.9,1.7,"NCBI","Streptophyta",168488,"Buddleja alternifolia"
"271","GCA_032871835.1","KAK2653255.1"," -"," PTHR19842.orig.30.pi"," -",3.1e-148,493.7,3.5,8e-149,493.5,3.5,"NCBI","Streptophyta",168575,"Dipteronia dyeriana"
"272","GCA_029747015.1","KAJ8445878.1"," -"," PTHR19842.orig.30.pi"," -",6.8e-144,479.6,2.5,3e-145,479.3,2.5,"NCBI","Streptophyta",171969,"Carnegiea gigantea"
"273","GCA_006937295.1","KAE8098826.1"," -"," PTHR19842.orig.30.pi"," -",4.1e-150,499.8,1.2,5e-151,499.6,1.2,"NCBI","Streptophyta",176857,"Carpinus fangiana"
"274","GCA_000696525.1","KDP43158.1"," -"," PTHR19842.orig.30.pi"," -",1.1e-149,498.2,1.5,2e-150,498.1,1.5,"NCBI","Streptophyta",180498,"Jatropha curcas"
"275","GCA_004379255.2","KAG6410135.1"," -"," PTHR19842.orig.30.pi"," -",8.5e-149,496.4,2.7,4e-150,496.2,2.7,"NCBI","Streptophyta",180675,"Salvia splendens"
"276","GCA_038485145.1","KAK8705325.1"," -"," PTHR19842.orig.30.pi"," -",5.1e-151,505.1,0.4,9e-152,504.9,0.4,"NCBI","Streptophyta",183260,"Hibiscus sabdariffa"
"277","GCA_030270665.1","GMI73957.1"," -"," PTHR19842.orig.30.pi"," -",3.8e-150,500.7,1.5,1e-151,500.6,1.5,"NCBI","Streptophyta",183268,"Hibiscus trionum"
"278","GCA_023525975.1","KAI3820146.1"," -"," PTHR19842.orig.30.pi"," -",9.3e-150,500.1,2.4,1e-150,499.9,2.4,"NCBI","Streptophyta",185202,"Smallanthus sonchifolius"
"279","GCA_963454935.2","CAK9157200.1"," -"," PTHR19842.orig.30.pi"," -",4.4e-132,441.4,1.3,2e-122,405.4,0.3,"NCBI","Streptophyta",185542,"Ilex paraguariensis"
"280","GCA_945859915.1","CAH9099243.1"," -"," PTHR19842.orig.30.pi"," -",3.1e-144,481.4,1.5,5e-145,481.3,1.5,"NCBI","Streptophyta",186058,"Cuscuta epithymum"
"281","GCA_945859915.1","CAH9126830.1"," -"," PTHR19842.orig.30.pi"," -",3.1e-144,481.4,1.5,5e-145,481.3,1.5,"NCBI","Streptophyta",186058,"Cuscuta epithymum"
