Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Stats Total Sequence Length	Assembly Level
GCA_024137805.1	yangtze university Zhang lab wild barley 1.0	Hordeum vulgare	4513	5110996495	Chromosome
GCA_020169585.1	solTubHeraHap1	Solanum tuberosum	4113	764145483	Chromosome
GCA_020169535.1	solTubStieglitzHap2	Solanum tuberosum	4113	754204343	Chromosome
GCA_020169555.1	solTubStieglitzHap1	Solanum tuberosum	4113	774056002	Chromosome
GCA_020169575.1	solTubHeraHap2	Solanum tuberosum	4113	774674219	Chromosome
GCA_900412535.3	brapa_z1_v2	Brassica rapa	3711	443953949	Chromosome
GCA_003434825.1	Brassica_rapa_FPsc_v1.3	Brassica rapa	3711	314865497	Chromosome
GCA_017639395.1	SCU_BraROA_2.3	Brassica rapa subsp. trilocularis	1813537	346506900	Chromosome
GCA_015952705.1	SbicolorRio_v2	Sorghum bicolor	4558	729379862	Chromosome
GCA_004115385.1	ASM411538v1	Malus domestica	3750	660462720	Chromosome
GCA_963931765.2	Camellia_sinensis_Zijuan_reference_annotation	Camellia sinensis	4442	3062322709	Chromosome
GCA_963931755.2	Camellia_sinensis_L618_reference_annotation	Camellia sinensis	4442	3010739493	Chromosome
GCA_963931745.2	Camellia_sinensis_Anjibaicha_reference_annotation	Camellia sinensis	4442	3241426243	Chromosome
GCA_013676235.1	HZAU_G240_1.0	Camellia sinensis	4442	3113463150	Chromosome
GCA_041383265.1	AhypogaeaLine8 v1.0	Arachis hypogaea	3818	2602239299	Chromosome
GCA_004170445.1	ASM417044v1	Arachis hypogaea	3818	2551684895	Chromosome
GCA_000512255.2	ASM51225v2	Capsicum annuum	4072	3063864880	Chromosome
GCA_040436765.1	INRAE_GAFL_Cmelo_Doublon_v1	Cucumis melo	3656	362631062	Chromosome
GCA_964270305.1	MAZEB_v1	Musa acuminata var. zebrina	214685	540944606	Chromosome
GCA_964275165.1	MABUR_v1	Musa acuminata subsp. burmannicoides	213592	497560331	Chromosome
GCA_024362645.1	P.trichocarpa_Stettler_v1.1	Populus trichocarpa	3694	392256073	Chromosome
GCA_010458925.1	ASM1045892v1	Hevea brasiliensis	3981	1473451759	Chromosome
GCA_964186695.1	JIC_Psat_v1.3	Pisum sativum	3888	3842015444	Chromosome
GCA_902713445.1	OLEA9	Olea europaea subsp. europaea	158383	1315765470	Chromosome
GCA_026651695.1	HanIRr1.0-20201123	Helianthus annuus	4232	3047093154	Chromosome
GCA_026651805.1	HanRHA438r1.0-20201123	Helianthus annuus	4232	3094264394	Chromosome
GCA_026652165.1	HanPI659440r1.0-20210824	Helianthus annuus	4232	3161528410	Chromosome
GCA_026538245.1	HanHA89r1.0-20210811	Helianthus annuus	4232	3001555721	Chromosome
GCA_026651665.1	HanOQP8r0.9-20211025	Helianthus annuus	4232	3119682300	Chromosome
GCA_026651675.1	HanLR1r0.9-20211115	Helianthus annuus	4232	3153812670	Chromosome
GCA_026538285.1	ASM2653828v1	Helianthus annuus	4232	3025006954	Chromosome
GCA_026651735.1	HanPSC8r1.0-20181105	Helianthus annuus	4232	3046223178	Chromosome
GCA_003024255.1	Red5_PS1_1.69.0	Actinidia chinensis var. chinensis	1590841	553842477	Chromosome
GCA_008761655.1	Gossypium_barbadense_v1.1	Gossypium barbadense	3634	2195804943	Chromosome
GCA_036320975.1	ZSTU_Garb	Gossypium arboreum	29729	1667433246	Chromosome
GCA_024505715.1	ASM2450571v1	Catharanthus roseus	4058	572768473	Chromosome
GCA_036851125.1	USDA_IMC_67	Theobroma cacao	3641	380937587	Chromosome
GCA_036851095.1	USDA_SCA_6	Theobroma cacao	3641	382368473	Chromosome
GCA_036851155.1	USDA_POUND_7	Theobroma cacao	3641	405517755	Chromosome
GCA_014319735.1	ASM1431973v1	Nelumbo nucifera	4432	821245928	Chromosome
GCA_000612305.2	Egrandis2_0	Eucalyptus grandis	71139	691266166	Chromosome
GCA_020424065.1	ASM2042406v1	Prunus armeniaca	36596	251329793	Chromosome
GCA_964259005.1	CUR.v1	Prunus armeniaca	36596	233151598	Chromosome
GCA_003046395.2	Pm_0390_v2	Panicum miliaceum	4540	854653004	Chromosome
GCA_021292205.2	OSU_Pdul_2.5	Prunus dulcis	3755	257071663	Chromosome
GCA_008124465.1	ASM812446v1	Cocos nucifera	13894	2202455121	Chromosome
GCA_020796215.1	XSv2.1f	Xanthoceras sorbifolium	99658	469454355	Chromosome
GCA_032173615.1	drTriRepe4_hap1_1.5	Trifolium repens	3899	993462566	Chromosome
GCA_014282345.1	WHFS_GsojaF_1.0	Glycine soja	3848	975674390	Chromosome
GCA_004320505.1	Vangularis_v1	Vigna angularis var. angularis	157739	522761097	Chromosome
GCA_018689175.1	C.illinoinensisElliott_v1	Carya illinoinensis	32201	656687212	Chromosome
GCA_016808215.1	C.illinoinensisOaxaca_v1	Carya illinoinensis	32201	649961136	Chromosome
GCA_018688675.1	C.illinoinensisLakota_v1	Carya illinoinensis	32201	668995627	Chromosome
GCA_016771965.1	ASM1677196v1	Brassica carinata	52824	1086987601	Chromosome
GCA_030254885.1	VITMroCarlos_v1.3	Vitis rotundifolia	103349	414839711	Chromosome
GCA_949352195.3	trifolium_pratense_var_milvus_v3	Trifolium pratense	57577	445624755	Chromosome
GCA_016413885.1	Elo_Vpla-B_alternate_1.0	Vanilla planifolia	51239	744191894	Chromosome
GCA_016413895.1	Elo_Vpla-A_principal_1.0	Vanilla planifolia	51239	736752966	Chromosome
GCA_013467475.1	ASM1346747v1	Gossypium raimondii	29730	615032910	Chromosome
GCA_000733195.1	A_alpina_V4	Arabis alpina	50452	308032609	Chromosome
GCA_026573395.1	P.vaginatum v3.1	Paspalum vaginatum	158149	646899508	Chromosome
GCA_037962975.1	Cter_1	Clitoria ternatea	43366	1724636994	Chromosome
GCA_019321725.1	Paulownia fortunei Genome V1.0	Paulownia fortunei	586722	511771795	Chromosome
GCA_900059795.1	AUK_PRJEB4211_v1	Coffea canephora	49390	568611505	Chromosome
GCA_964270995.1	MACMADH1_v1	Musa hybrid cultivar	491892	511468586	Chromosome
GCA_964270695.1	MACMADH2_v1	Musa hybrid cultivar	491892	526381372	Chromosome
GCA_029228495.1	ASM2922849v1	Salix purpurea	77065	332369151	Chromosome
GCA_029030655.1	ASM2903065v1	Salix suchowensis	1278906	369251252	Chromosome
GCA_029030645.1	ASM2903064v1	Salix suchowensis	1278906	375803657	Chromosome
GCA_003061485.1	PhalliiHAL_v2.1	Panicum hallii var. hallii	1504633	487473734	Chromosome
GCA_963978565.1	Citrullus_colocynthis.asm-v1	Citrullus colocynthis	252529	366069512	Chromosome
GCA_007990485.1	Gossypium_tomentosum_v1.1	Gossypium tomentosum	34277	2193557323	Chromosome
GCA_004379255.2	SspV2	Salvia splendens	180675	806335713	Chromosome
GCA_030979865.1	UCONN_Acsa_2	Acer saccharum	4024	570478304	Chromosome
GCA_018258275.1	ASM1825827v1	Solanum commersonii	4109	731617963	Chromosome
GCA_035582445.1	ASM3558244v1	Trapa incisa	236973	470622233	Chromosome
GCA_019455425.1	ASM1945542v1	Gossypium anomalum	47600	1193340224	Chromosome
GCA_007990455.1	Gossypium_mustelinum_v1.1	Gossypium mustelinum	34275	2315094184	Chromosome
GCA_014871845.1	CpurpureusGG1_1_0	Ceratodon purpureus	3225	349464154	Chromosome
GCA_015731905.1	SDv1.1	Salix dunnii	1413687	327222375	Chromosome
GCA_025594385.1	ASM2559438v1	Acer negundo	4023	442441229	Chromosome
GCA_002271885.2	ASM227188v2	Capsicum baccatum	33114	3215610539	Chromosome
GCA_029228505.1	Populus_alba_x_berolinensis.Group_C.v1.2	Populus alba x Populus x berolinensis	444605	464690449	Chromosome
GCA_029228485.1	Populus_alba_x_berolinensis.Group_B.v1.2	Populus alba x Populus x berolinensis	444605	514425394	Chromosome
GCA_039657395.1	ASM3965739v1	Citrus x changshan-huyou	2935761	311885911	Chromosome
GCA_963970345.1	csSphTroe1.h1.1	Sphagnum troendelagicum	128251	399645782	Chromosome
GCA_963971075.1	csSphJens1.h1.1	Sphagnum jensenii	128206	451119926	Chromosome
GCA_004115005.2	UNAM_Carg_1.1	Cucurbita argyrosperma subsp. argyrosperma	1094858	228920650	Chromosome
GCA_003032435.1	Marchanta_polymorpha_v1	Marchantia polymorpha	3197	225760816	Scaffold
GCA_014362265.1	A.rufaFuchu_1.0	Actinidia rufa	165716	647239177	Scaffold
GCA_902651935.1	araThaAn1v1	Arabidopsis thaliana	3702	120129838	Scaffold
GCA_902705455.1	araThaC24v1	Arabidopsis thaliana	3702	119225180	Scaffold
GCA_004011995.1	AWRI_Vv-CHD_1.0	Vitis vinifera	29760	489943505	Contig
GCA_000751015.1	AST_PRJEB5043_v1	Brassica napus	3708	848200303	Scaffold
GCA_004114815.1	Hulless_Barley_ass.V2	Hordeum vulgare	4513	4006124924	Scaffold
GCA_041154535.1	CsSME v1.0	Camellia sinensis var. sinensis	542762	3157427346	Scaffold
GCA_011745845.1	SNU_ECW_1.0	Capsicum annuum	4072	2879589612	Scaffold
GCA_011745865.1	SNU_SF_1.0	Capsicum annuum	4072	2882417764	Scaffold
GCA_005549215.1	ASM554921v1	Cucumis melo var. makuwa	1194695	358480294	Scaffold
GCA_005549225.1	ASM554922v1	Cucumis melo var. makuwa	1194695	347184302	Scaffold
GCA_000695605.1	Citrus_sinensis_v1.0	Citrus sinensis	2711	319225235	Scaffold
GCA_009936355.2	ASM993635v2	Marchantia polymorpha subsp. ruderalis	1480154	218618857	Contig
GCA_001641455.1	Mp_v4	Marchantia polymorpha subsp. ruderalis	1480154	205718403	Scaffold
GCA_012923435.1	JL_Mother	Cannabis sativa	3483	876589811	Contig
GCA_013030025.1	JL_Father	Cannabis sativa	3483	1008789608	Contig
GCA_002928715.1	ASM292871v1	Gossypium barbadense	3634	1394237086	Scaffold
GCA_000787975.1	arboreum_v1.0	Gossypium arboreum	29729	1862242191	Scaffold
GCA_002201585.1	ASM220158v1	Punica granatum	22663	296383220	Scaffold
GCA_002837095.1	ASM283709v1	Punica granatum	22663	380178380	Scaffold
GCA_001661175.1	ACMD2v1.0	Ananas comosus	4615	524069662	Scaffold
GCA_944990045.1	MN47_v2	Arabidopsis lyrata	59689	243772934	Scaffold
GCA_000004255.1	v.1.0	Arabidopsis lyrata subsp. lyrata	81972	206667935	Scaffold
GCA_903114435.1	pruArmRojPasHapORARED	Prunus armeniaca	36596	215239966	Contig
GCA_019511825.2	ICMM_Pfru_2.0	Perilla frutescens var. frutescens	151328	1234370464	Scaffold
GCA_019512045.2	ICMM_Pcit_2.0	Perilla frutescens var. hirtella	608512	676940316	Scaffold
GCA_004303085.2	ASM430308v2	Perilla frutescens var. hirtella	608512	618711863	Scaffold
GCA_003112345.1	ASM311234v1	Artemisia annua	35608	1789874483	Scaffold
GCA_021604985.1	Ragi PR202 v. 2.0	Eleusine coracana subsp. coracana	191504	1229373533	Scaffold
GCA_000763605.2	ASM76360v2	Castanea mollissima	60419	725180808	Scaffold
GCA_008632915.2	ASM863291v2	Prunus dulcis	3755	246116696	Contig
GCA_033242285.1	ASM3324228v1	Ficus carica	3494	375197597	Scaffold
GCA_000722935.2	W05v1.0	Glycine soja	3848	863568428	Scaffold
GCA_040550855.1	C4012	Brassica carinata	52824	1073013388	Scaffold
GCA_009445465.1	ASM944546v1	Colocasia esculenta	4460	2141607705	Scaffold
GCA_000583005.2	Tp1.0	Trifolium pratense	57577	304972039	Contig
GCA_023344035.1	EMB_PsiGuava_1.0	Psidium guajava	120290	359483705	Scaffold
GCA_000143415.2	v1.0	Selaginella moellendorffii	88036	212315224	Scaffold
GCA_000471905.1	AMTR1.0	Amborella trichopoda	13333	706332640	Scaffold
GCA_024762085.1	ASM2476208v1	Ambrosia artemisiifolia	4212	1258364641	Scaffold
GCA_005223365.2	ASM522336v2	Oryza meyeriana var. granulata	110450	736774741	Scaffold
GCA_002897195.1	CUMW_v1.0	Citrus unshiu	55188	359652061	Scaffold
GCA_003370565.1	ASM337056v1	Mucuna pruriens	157652	397042285	Scaffold
GCA_040372305.1	Lery_1.0	Lithospermum erythrorhizon	34254	399166261	Scaffold
GCA_038485135.2	ASM3848513v2	Hibiscus sabdariffa	183260	1483008072	Contig
GCA_038485115.1	ASM3848511v1	Hibiscus sabdariffa	183260	1417311812	Contig
GCA_000818735.3	Bedadeti_annotated	Ensete ventricosum	4639	451279456	Scaffold
GCA_006013705.1	ASM601370v1	Solanum chilense	4083	913688469	Scaffold
GCA_001884845.1	Onjamo_v1.0	Ensete ventricosum	4639	444841970	Scaffold
GCA_001884805.1	Derea_v1.0	Ensete ventricosum	4639	429479738	Contig
GCA_000331365.3	Ensete_JungleSeeds_v3.0	Ensete ventricosum	4639	437268592	Scaffold
GCA_026261945.1	ASM2626194v1	Hirschfeldia incana	71354	398498366	Scaffold
GCA_002966975.2	Pyn_1.0	Prunus yedoensis var. nudiflora	2094558	319209792	Scaffold
GCA_001742945.1	TSUd_r1.1	Trifolium subterraneum	3900	471834188	Scaffold
GCA_902703425.1	Spirodela_intermedia_7747_2	Spirodela intermedia	51605	147238293	Scaffold
GCA_003260675.2	B_cretica_D_v2	Brassica cretica	69181	288739113	Scaffold
GCA_003260635.2	B_cretica_B_v2	Brassica cretica	69181	208273182	Scaffold
GCA_003260695.2	B_cretica_D_v2	Brassica cretica	69181	202548557	Scaffold
GCA_949281275.1	Genome assembly Closterium sp. NIES-53	Closterium sp. NIES-53	3014310	667498965	Scaffold
GCA_949281255.1	Genome assembly Closterium sp. NIES-54	Closterium sp. NIES-54	3014311	691355240	Scaffold
GCA_001433935.1	IRGSP-1.0	Oryza sativa Japonica Group	39947	373795655	Chromosome
GCA_000005425.2	Build 4.0	Oryza sativa Japonica Group	39947	382150945	Chromosome
GCA_000005005.6	B73 RefGen_v4	Zea mays	4577	2134373047	Chromosome
GCA_000003745.2	12X	Vitis vinifera	29760	485326422	Chromosome
GCA_000219495.2	MedtrA17_4.0	Medicago truncatula	3880	412800391	Chromosome
GCA_020796205.1	ASM2079620v1	Ziziphus jujuba var. spinosa	714518	405636987	Chromosome
GCA_000511025.2	RefBeet-1.2.2	Beta vulgaris subsp. vulgaris	3555	566181630	Chromosome
GCA_001692995.2	S_indicum_Yuzhi11_v3	Sesamum indicum	4182	312950764	Chromosome
GCA_000403535.1	Theobroma_cacao_20110822	Theobroma cacao	3641	345993675	Chromosome
GCA_001190045.1	Vigan1.1	Vigna angularis	3914	466744453	Chromosome
GCA_000327365.2	Graimondii2_0v2	Gossypium raimondii	29730	761091353	Chromosome
GCA_002271895.2	ASM227189v2	Capsicum chinense	80379	3070910353	Chromosome
GCA_010261695.1	La_Amiga3.1	Lupinus albus	3870	558896430	Chromosome
GCA_017552425.1	ASM1755242v1	Salix suchowensis	1278906	355718341	Chromosome
GCA_023376185.1	v1	Cichorium endivia	114280	886977840	Chromosome
GCA_000696525.1	JatCur_1.0	Jatropha curcas	180498	318363250	Scaffold
GCA_002926015.1	ASM292601v1	Gossypium barbadense	3634	775251585	Scaffold
GCA_000510995.2	Spinach-1.0.3	Spinacia oleracea	3562	493771890	Scaffold
GCA_000151685.2	JCVI_RCG_1.1	Ricinus communis	3988	350458699	Scaffold
GCA_000347455.1	ASM34745v1	Triticum urartu	4572	3747047519	Scaffold
GCA_022343405.2	ASM2234340v2	Adiantum nelumboides	2759587	6272107417	Contig
GCA_900411305.1	CH Campala Lr22a Pseudomolecule v5	Triticum aestivum	4565	563502314	Chromosome
GCA_000211275.1	ASM21127v1	Arabidopsis thaliana	3702	93654490	Chromosome
GCA_004295705.1	ASM429570v1	Oryza sativa Japonica Group	39947	43342410	Chromosome
GCA_038677285.1	ASM3867728v1	Brassica napus	3708	1004949250	Chromosome
