tar,tid,qry,qid,eva,sca,bia,evd,scd,bid
CDJ62208.1,-,PTHR13335.orig.30.pi,-,0.21,9.4,5.3,0.25,9.2,6.6
CDJ68684.1,-,PTHR13335.orig.30.pi,-,0.21,9.4,6.1,1.0,7.2,6.2
CDJ65588.1,-,PTHR13335.orig.30.pi,-,0.22,9.4,4.7,0.29,9.0,4.7
CDJ68987.1,-,PTHR13335.orig.30.pi,-,0.22,9.4,5.9,0.21,9.4,3.6
CDJ63205.1,-,PTHR13335.orig.30.pi,-,0.22,9.4,2.4,0.32,8.8,2.4
CDJ64583.1,-,PTHR13335.orig.30.pi,-,0.23,9.3,5.1,0.18,9.6,7.6
CDJ67338.1,-,PTHR13335.orig.30.pi,-,0.23,9.3,7.7,0.26,9.1,7.7
CDJ69116.1,-,PTHR13335.orig.30.pi,-,0.23,9.3,7.7,0.02,12.8,2.0
CDJ70518.1,-,PTHR13335.orig.30.pi,-,0.23,9.3,4.8,0.37,8.6,4.8
CDJ62821.1,-,PTHR13335.orig.30.pi,-,0.23,9.3,2.5,0.34,8.7,2.5
CDJ63293.1,-,PTHR13335.orig.30.pi,-,0.24,9.2,6.5,0.23,9.3,6.5
CDJ69214.1,-,PTHR13335.orig.30.pi,-,0.24,9.2,7.4,0.26,9.1,7.4
CDJ63860.1,-,PTHR13335.orig.30.pi,-,0.24,9.2,6.1,0.31,8.8,6.1
CDJ67585.1,-,PTHR13335.orig.30.pi,-,0.24,9.2,6.3,0.39,8.5,3.3
CDJ67840.1,-,PTHR13335.orig.30.pi,-,0.25,9.1,7.2,0.27,9.0,7.2
CDJ68785.1,-,PTHR13335.orig.30.pi,-,0.26,9.1,7.4,0.31,8.9,7.4
CDJ67871.1,-,PTHR13335.orig.30.pi,-,0.26,9.1,2.5,0.51,8.1,2.5
CDJ65479.1,-,PTHR13335.orig.30.pi,-,0.26,9.1,8.5,0.24,9.2,9.1
CDJ62133.1,-,PTHR13335.orig.30.pi,-,0.26,9.1,5.5,4.7,4.9,5.1
CDJ62762.1,-,PTHR13335.orig.30.pi,-,0.27,9.1,5.4,0.29,8.9,5.4
CDJ66507.1,-,PTHR13335.orig.30.pi,-,0.27,9.0,1.9,0.31,8.9,1.9
CDJ63223.1,-,PTHR13335.orig.30.pi,-,0.29,9.0,5.9,0.019,12.8,3.1
CDJ68697.1,-,PTHR13335.orig.30.pi,-,0.29,9.0,0.0,0.29,9.0,0.0
CDJ69130.1,-,PTHR13335.orig.30.pi,-,0.29,8.9,8.7,0.019,12.9,2.8
CDJ62454.1,-,PTHR13335.orig.30.pi,-,0.29,8.9,4.9,0.46,8.3,4.9
CDJ63419.1,-,PTHR13335.orig.30.pi,-,0.29,8.9,5.6,0.5,8.2,5.6
CDJ67690.1,-,PTHR13335.orig.30.pi,-,0.31,8.9,5.2,0.73,7.6,7.5
CDJ65624.1,-,PTHR13335.orig.30.pi,-,0.31,8.9,4.6,0.54,8.1,4.6
CDJ68995.1,-,PTHR13335.orig.30.pi,-,0.31,8.8,2.0,0.02,12.8,2.0
CDJ70166.1,-,PTHR13335.orig.30.pi,-,0.31,8.8,0.1,0.33,8.8,0.1
CDJ65185.1,-,PTHR13335.orig.30.pi,-,0.33,8.8,3.9,0.016,13.1,8.4
CDJ62513.1,-,PTHR13335.orig.30.pi,-,0.33,8.7,8.5,0.46,8.3,6.9
CDJ67697.1,-,PTHR13335.orig.30.pi,-,0.34,8.7,2.1,0.084,10.7,0.3
CDJ65396.1,-,PTHR13335.orig.30.pi,-,0.35,8.7,0.0,0.014,13.3,1.4
CDJ69914.1,-,PTHR13335.orig.30.pi,-,0.37,8.6,4.0,0.41,8.5,4.0
CDJ64544.1,-,PTHR13335.orig.30.pi,-,0.37,8.6,0.0,0.37,8.6,0.0
CDJ68815.1,-,PTHR13335.orig.30.pi,-,0.38,8.6,1.7,0.084,10.7,2.6
CDJ64241.1,-,PTHR13335.orig.30.pi,-,0.38,8.6,7.2,0.4,8.5,7.2
CDJ67211.1,-,PTHR13335.orig.30.pi,-,0.4,8.5,5.2,0.47,8.3,2.5
CDJ67436.1,-,PTHR13335.orig.30.pi,-,0.41,8.5,4.5,0.38,8.6,4.5
CDJ66690.1,-,PTHR13335.orig.30.pi,-,0.42,8.4,3.5,0.45,8.3,3.5
CDJ67508.1,-,PTHR13335.orig.30.pi,-,0.42,8.4,2.4,0.44,8.3,2.4
CDJ67589.1,-,PTHR13335.orig.30.pi,-,0.42,8.4,8.0,0.39,8.5,8.0
CDJ69305.1,-,PTHR13335.orig.30.pi,-,0.44,8.3,8.7,0.58,8.0,8.7
CDJ66350.1,-,PTHR13335.orig.30.pi,-,0.45,8.3,4.6,0.57,8.0,4.6
CDJ67895.1,-,PTHR13335.orig.30.pi,-,0.45,8.3,0.0,0.45,8.3,0.0
CDJ65180.1,-,PTHR13335.orig.30.pi,-,0.46,8.3,7.2,0.7,7.7,7.2
CDJ68513.1,-,PTHR13335.orig.30.pi,-,0.48,8.2,0.5,0.51,8.1,0.5
CDJ68926.1,-,PTHR13335.orig.30.pi,-,0.49,8.2,4.9,0.82,7.5,4.8
CDJ64833.1,-,PTHR13335.orig.30.pi,-,0.49,8.2,4.6,0.6,7.9,4.6
CDJ70474.1,-,PTHR13335.orig.30.pi,-,0.5,8.2,4.8,0.078,10.8,0.7
CDJ64749.1,-,PTHR13335.orig.30.pi,-,0.51,8.2,6.7,1.2,6.9,9.9
CDJ69788.1,-,PTHR13335.orig.30.pi,-,0.51,8.1,5.4,0.65,7.8,5.4
CDJ62270.1,-,PTHR13335.orig.30.pi,-,0.52,8.1,5.2,0.81,7.5,5.0
CDJ66798.1,-,PTHR13335.orig.30.pi,-,0.56,8.0,9.9,0.61,7.9,9.9
CDJ68429.1,-,PTHR13335.orig.30.pi,-,0.56,8.0,0.8,0.0072,14.3,1.7
CDJ65084.1,-,PTHR13335.orig.30.pi,-,0.56,8.0,8.5,0.68,7.7,8.5
CDJ67447.1,-,PTHR13335.orig.30.pi,-,0.57,8.0,5.6,0.0019,16.2,2.3
CDJ70177.1,-,PTHR13335.orig.30.pi,-,0.59,7.9,9.6,0.67,7.7,9.6
CDJ64823.1,-,PTHR13335.orig.30.pi,-,0.61,7.9,9.9,1.2,6.9,9.8
CDJ63611.1,-,PTHR13335.orig.30.pi,-,0.69,7.7,8.2,1.1,7.1,1.3
CDJ62009.1,-,PTHR13335.orig.30.pi,-,0.7,7.7,2.6,2.3,6.0,6.2
CDJ63706.1,-,PTHR13335.orig.30.pi,-,0.71,7.7,0.0,0.71,7.7,0.0
CDJ64431.1,-,PTHR13335.orig.30.pi,-,0.73,7.6,3.9,1.3,6.8,7.6
CDJ62971.1,-,PTHR13335.orig.30.pi,-,0.75,7.6,6.6,0.8,7.5,6.6
CDJ65936.1,-,PTHR13335.orig.30.pi,-,0.75,7.6,3.6,0.064,11.1,8.1
CDJ69216.1,-,PTHR13335.orig.30.pi,-,0.75,7.6,9.5,0.66,7.8,9.5
CDJ63782.1,-,PTHR13335.orig.30.pi,-,0.75,7.6,2.9,0.78,7.5,2.9
CDJ65378.1,-,PTHR13335.orig.30.pi,-,0.76,7.6,3.4,0.88,7.4,3.4
CDJ68215.1,-,PTHR13335.orig.30.pi,-,0.76,7.6,2.4,1.4,6.7,2.5
CDJ70540.1,-,PTHR13335.orig.30.pi,-,0.77,7.5,6.8,13.0,3.5,6.8
CDJ68340.1,-,PTHR13335.orig.30.pi,-,0.81,7.5,7.9,0.0088,14.0,8.8
CDJ65382.1,-,PTHR13335.orig.30.pi,-,0.82,7.5,4.5,0.8,7.5,4.5
CDJ67294.1,-,PTHR13335.orig.30.pi,-,0.85,7.4,7.2,1.3,6.8,7.2
CDJ70258.1,-,PTHR13335.orig.30.pi,-,0.87,7.4,5.5,4.8,4.9,0.0
CDJ69106.1,-,PTHR13335.orig.30.pi,-,0.87,7.4,6.8,0.065,11.1,5.3
CDJ63495.1,-,PTHR13335.orig.30.pi,-,0.88,7.4,0.4,1.7,6.4,0.4
CDJ66777.1,-,PTHR13335.orig.30.pi,-,0.89,7.4,1.7,0.92,7.3,1.7
CDJ62788.1,-,PTHR13335.orig.30.pi,-,0.89,7.4,1.9,0.98,7.2,1.9
CDJ67184.1,-,PTHR13335.orig.30.pi,-,0.91,7.3,6.9,1.0,7.1,6.9
CDJ68088.1,-,PTHR13335.orig.30.pi,-,0.92,7.3,1.7,0.99,7.2,1.7
CDJ68748.1,-,PTHR13335.orig.30.pi,-,0.94,7.3,6.9,1.1,7.0,6.9
CDJ66179.1,-,PTHR13335.orig.30.pi,-,0.95,7.3,4.4,0.81,7.5,4.4
CDJ63385.1,-,PTHR13335.orig.30.pi,-,0.95,7.3,9.1,0.23,9.3,5.3
CDJ65962.1,-,PTHR13335.orig.30.pi,-,0.99,7.2,7.5,0.079,10.8,9.2
CDJ69221.1,-,PTHR13335.orig.30.pi,-,0.99,7.2,9.7,1.7,6.4,9.7
CDJ65234.1,-,PTHR13335.orig.30.pi,-,1.1,7.1,4.8,1.6,6.5,4.8
CDJ68772.1,-,PTHR13335.orig.30.pi,-,1.1,7.1,4.0,1.2,6.9,4.0
CDJ63489.1,-,PTHR13335.orig.30.pi,-,1.1,7.0,0.4,1.5,6.6,0.4
CDJ69009.1,-,PTHR13335.orig.30.pi,-,1.2,7.0,8.2,2.5,5.9,8.2
CDJ66532.1,-,PTHR13335.orig.30.pi,-,1.2,6.9,5.3,1.3,6.8,5.3
CDJ66578.1,-,PTHR13335.orig.30.pi,-,1.2,6.9,5.4,1.4,6.7,5.4
CDJ62158.1,-,PTHR13335.orig.30.pi,-,1.2,6.9,2.0,0.0025,15.8,3.2
CDJ64535.1,-,PTHR13335.orig.30.pi,-,1.3,6.8,6.1,0.15,9.9,9.3
CDJ62679.1,-,PTHR13335.orig.30.pi,-,1.3,6.8,0.9,1.6,6.5,0.9
CDJ65976.1,-,PTHR13335.orig.30.pi,-,1.3,6.8,5.5,1.6,6.5,5.5
CDJ68271.1,-,PTHR13335.orig.30.pi,-,1.4,6.7,4.5,1.2,6.9,4.5
CDJ67550.1,-,PTHR13335.orig.30.pi,-,1.4,6.7,5.8,1.6,6.5,6.2
CDJ64723.1,-,PTHR13335.orig.30.pi,-,1.4,6.7,5.7,1.6,6.5,5.7
CDJ70120.1,-,PTHR13335.orig.30.pi,-,1.4,6.7,7.0,2.4,5.9,7.0
CDJ66837.1,-,PTHR13335.orig.30.pi,-,1.4,6.7,3.8,0.44,8.4,6.8
CDJ70555.1,-,PTHR13335.orig.30.pi,-,1.4,6.6,8.0,1.9,6.2,8.0
CDJ64481.1,-,PTHR13335.orig.30.pi,-,1.5,6.6,7.7,1.8,6.3,7.7
CDJ62246.1,-,PTHR13335.orig.30.pi,-,1.5,6.6,0.8,1.8,6.3,0.8
CDJ63331.1,-,PTHR13335.orig.30.pi,-,1.5,6.6,1.3,0.26,9.1,6.6
CDJ68325.1,-,PTHR13335.orig.30.pi,-,1.5,6.6,0.2,6.4,4.5,4.0
CDJ64724.1,-,PTHR13335.orig.30.pi,-,1.5,6.6,8.3,0.15,9.9,5.9
CDJ69526.1,-,PTHR13335.orig.30.pi,-,1.5,6.6,0.4,14.0,3.4,0.9
CDJ64834.1,-,PTHR13335.orig.30.pi,-,1.5,6.6,3.7,1.8,6.4,3.7
CDJ69557.1,-,PTHR13335.orig.30.pi,-,1.5,6.6,0.0,1.5,6.6,0.0
CDJ70221.1,-,PTHR13335.orig.30.pi,-,1.6,6.5,9.6,1.3,6.7,7.8
CDJ66322.1,-,PTHR13335.orig.30.pi,-,1.6,6.5,2.2,1.7,6.4,2.2
CDJ67027.1,-,PTHR13335.orig.30.pi,-,1.6,6.5,7.3,2.0,6.2,7.3
CDJ63912.1,-,PTHR13335.orig.30.pi,-,1.6,6.5,5.9,17.0,3.1,5.9
CDJ69382.1,-,PTHR13335.orig.30.pi,-,1.6,6.5,0.0,0.0081,14.1,0.4
CDJ65945.1,-,PTHR13335.orig.30.pi,-,1.6,6.5,0.5,2.2,6.1,0.5
CDJ70343.1,-,PTHR13335.orig.30.pi,-,1.6,6.5,4.6,0.036,11.9,4.9
CDJ62203.1,-,PTHR13335.orig.30.pi,-,1.7,6.4,7.0,1.9,6.2,7.0
CDJ70469.1,-,PTHR13335.orig.30.pi,-,1.7,6.4,6.9,1.9,6.2,6.9
CDJ67953.1,-,PTHR13335.orig.30.pi,-,1.7,6.4,4.3,2.5,5.8,4.3
CDJ64012.1,-,PTHR13335.orig.30.pi,-,1.8,6.4,2.4,2.6,5.8,2.4
CDJ64694.1,-,PTHR13335.orig.30.pi,-,1.8,6.4,6.9,12.0,3.6,7.1
CDJ65680.1,-,PTHR13335.orig.30.pi,-,1.9,6.3,4.0,2.6,5.8,4.0
CDJ66733.1,-,PTHR13335.orig.30.pi,-,1.9,6.3,9.4,2.8,5.7,9.4
CDJ66887.1,-,PTHR13335.orig.30.pi,-,1.9,6.2,1.8,2.5,5.8,1.8
CDJ68272.1,-,PTHR13335.orig.30.pi,-,1.9,6.2,1.6,2.3,6.0,1.6
CDJ69614.1,-,PTHR13335.orig.30.pi,-,1.9,6.2,0.0,1.4,6.7,0.1
CDJ64295.1,-,PTHR13335.orig.30.pi,-,2.0,6.2,3.4,2.9,5.6,3.4
CDJ69876.1,-,PTHR13335.orig.30.pi,-,2.0,6.2,3.6,2.0,6.2,3.6
CDJ62724.1,-,PTHR13335.orig.30.pi,-,2.0,6.2,6.9,0.26,9.1,2.0
CDJ64664.1,-,PTHR13335.orig.30.pi,-,2.0,6.2,2.4,2.3,6.0,2.4
CDJ69387.1,-,PTHR13335.orig.30.pi,-,2.0,6.2,9.8,2.4,5.9,9.8
CDJ63504.1,-,PTHR13335.orig.30.pi,-,2.1,6.1,3.7,2.6,5.8,3.7
CDJ66274.1,-,PTHR13335.orig.30.pi,-,2.1,6.1,0.0,0.32,8.8,4.8
CDJ69296.1,-,PTHR13335.orig.30.pi,-,2.2,6.0,6.7,17.0,3.1,0.0
CDJ70306.1,-,PTHR13335.orig.30.pi,-,2.2,6.0,7.7,2.6,5.8,7.7
CDJ65731.1,-,PTHR13335.orig.30.pi,-,2.2,6.0,7.6,8600.0,-6.2,7.7
CDJ69880.1,-,PTHR13335.orig.30.pi,-,2.2,6.0,8.1,4.7,5.0,1.7
CDJ70143.1,-,PTHR13335.orig.30.pi,-,2.4,5.9,0.0,0.038,11.9,3.3
CDJ64492.1,-,PTHR13335.orig.30.pi,-,2.4,5.9,8.3,3.7,5.3,0.0
CDJ70538.1,-,PTHR13335.orig.30.pi,-,2.4,5.9,5.8,0.49,8.2,5.4
CDJ70276.1,-,PTHR13335.orig.30.pi,-,2.5,5.9,3.4,16.0,3.2,3.6
CDJ68588.1,-,PTHR13335.orig.30.pi,-,2.5,5.9,5.1,0.34,8.7,9.7
CDJ64662.1,-,PTHR13335.orig.30.pi,-,2.5,5.8,3.6,3.7,5.3,3.6
CDJ68573.1,-,PTHR13335.orig.30.pi,-,2.5,5.8,1.2,4.3,5.1,1.2
CDJ65437.1,-,PTHR13335.orig.30.pi,-,2.6,5.8,1.6,2.9,5.7,1.6
CDJ66096.1,-,PTHR13335.orig.30.pi,-,2.6,5.8,1.7,3.2,5.5,1.7
CDJ62943.1,-,PTHR13335.orig.30.pi,-,2.6,5.8,1.7,0.037,11.9,0.3
CDJ62327.1,-,PTHR13335.orig.30.pi,-,2.8,5.7,0.0,2.8,5.7,0.0
CDJ69448.1,-,PTHR13335.orig.30.pi,-,2.8,5.7,4.0,2.7,5.8,4.0
CDJ65880.1,-,PTHR13335.orig.30.pi,-,2.8,5.7,5.8,6.8,4.4,6.0
CDJ66948.1,-,PTHR13335.orig.30.pi,-,2.8,5.7,4.5,6.4,4.5,4.5
CDJ68358.1,-,PTHR13335.orig.30.pi,-,3.0,5.6,2.2,4.7,5.0,2.2
CDJ63268.1,-,PTHR13335.orig.30.pi,-,3.0,5.6,2.8,5.7,4.7,1.7
CDJ63608.1,-,PTHR13335.orig.30.pi,-,3.0,5.6,3.6,4.0,5.2,3.6
CDJ63979.1,-,PTHR13335.orig.30.pi,-,3.0,5.6,0.2,6.4,4.5,9.5
CDJ64246.1,-,PTHR13335.orig.30.pi,-,3.2,5.5,6.9,6.8,4.4,0.1
CDJ65460.1,-,PTHR13335.orig.30.pi,-,3.2,5.5,5.1,3.4,5.4,5.1
CDJ65967.1,-,PTHR13335.orig.30.pi,-,3.3,5.5,3.2,4.1,5.1,3.2
CDJ67263.1,-,PTHR13335.orig.30.pi,-,3.3,5.4,0.9,0.23,9.3,4.8
CDJ65555.1,-,PTHR13335.orig.30.pi,-,3.8,5.3,8.9,5.3,4.8,8.9
CDJ67240.1,-,PTHR13335.orig.30.pi,-,3.9,5.2,4.5,4.7,5.0,4.5
CDJ67814.1,-,PTHR13335.orig.30.pi,-,3.9,5.2,6.8,3.9,5.2,6.8
CDJ62480.1,-,PTHR13335.orig.30.pi,-,4.3,5.1,5.4,2.3,6.0,3.0
CDJ68372.1,-,PTHR13335.orig.30.pi,-,4.3,5.1,0.0,1.9,6.2,1.3
CDJ62381.1,-,PTHR13335.orig.30.pi,-,4.4,5.1,4.7,0.5,8.2,0.1
CDJ65202.1,-,PTHR13335.orig.30.pi,-,4.4,5.1,7.8,5.0,4.9,7.8
CDJ62368.1,-,PTHR13335.orig.30.pi,-,4.4,5.0,8.5,5.0,4.9,8.5
CDJ70218.1,-,PTHR13335.orig.30.pi,-,4.5,5.0,1.4,0.054,11.4,3.4
CDJ68516.1,-,PTHR13335.orig.30.pi,-,4.7,4.9,1.7,5.7,4.7,1.7
CDJ65591.1,-,PTHR13335.orig.30.pi,-,5.1,4.8,3.7,6.2,4.6,3.7
CDJ70138.1,-,PTHR13335.orig.30.pi,-,5.1,4.8,6.1,0.058,11.3,0.9
CDJ64112.1,-,PTHR13335.orig.30.pi,-,5.3,4.8,2.4,93.0,0.7,2.4
CDJ70575.1,-,PTHR13335.orig.30.pi,-,5.3,4.8,4.5,0.68,7.7,4.6
CDJ67959.1,-,PTHR13335.orig.30.pi,-,5.4,4.8,8.7,5.8,4.7,8.7
CDJ63989.1,-,PTHR13335.orig.30.pi,-,5.4,4.8,4.8,6.9,4.4,4.8
CDJ66409.1,-,PTHR13335.orig.30.pi,-,5.4,4.8,2.1,12.0,3.6,7.8
CDJ70365.1,-,PTHR13335.orig.30.pi,-,5.4,4.7,7.2,20.0,2.9,7.2
CDJ66498.1,-,PTHR13335.orig.30.pi,-,5.5,4.7,7.1,2.0,6.2,1.3
CDJ68301.1,-,PTHR13335.orig.30.pi,-,5.9,4.6,8.7,0.31,8.9,4.5
CDJ63600.1,-,PTHR13335.orig.30.pi,-,5.9,4.6,7.2,4.7,5.0,0.2
CDJ70078.1,-,PTHR13335.orig.30.pi,-,6.1,4.6,2.3,0.052,11.4,1.4
CDJ70175.1,-,PTHR13335.orig.30.pi,-,6.2,4.6,7.2,6.5,4.5,7.2
CDJ69856.1,-,PTHR13335.orig.30.pi,-,6.3,4.5,8.7,6.4,4.5,8.7
CDJ70545.1,-,PTHR13335.orig.30.pi,-,6.3,4.5,0.6,11.0,3.8,0.6
CDJ70435.1,-,PTHR13335.orig.30.pi,-,6.4,4.5,3.3,7.0,4.4,3.3
CDJ68219.1,-,PTHR13335.orig.30.pi,-,6.4,4.5,4.6,0.061,11.2,6.5
CDJ63275.1,-,PTHR13335.orig.30.pi,-,6.5,4.5,0.6,9.1,4.0,0.6
CDJ68687.1,-,PTHR13335.orig.30.pi,-,6.7,4.5,4.9,0.029,12.3,4.2
CDJ68651.1,-,PTHR13335.orig.30.pi,-,6.7,4.4,4.7,2.1,6.1,8.2
CDJ68923.1,-,PTHR13335.orig.30.pi,-,6.7,4.4,6.9,0.12,10.2,7.6
CDJ62709.1,-,PTHR13335.orig.30.pi,-,6.9,4.4,1.4,9.3,4.0,1.4
CDJ63624.1,-,PTHR13335.orig.30.pi,-,7.5,4.3,1.0,9.0,4.0,1.0
CDJ68808.1,-,PTHR13335.orig.30.pi,-,7.5,4.3,9.1,9.2,4.0,9.1
CDJ66640.1,-,PTHR13335.orig.30.pi,-,7.6,4.3,2.7,0.052,11.4,4.9
CDJ66156.1,-,PTHR13335.orig.30.pi,-,8.0,4.2,4.4,55.0,1.4,4.4
CDJ69745.1,-,PTHR13335.orig.30.pi,-,8.1,4.2,1.6,9.0,4.0,1.6
CDJ66244.1,-,PTHR13335.orig.30.pi,-,8.2,4.2,3.7,9.6,3.9,3.7
CDJ66473.1,-,PTHR13335.orig.30.pi,-,8.3,4.1,5.8,9.9,3.9,5.8
CDJ69313.1,-,PTHR13335.orig.30.pi,-,8.6,4.1,2.5,0.23,9.3,2.7
CDJ62289.1,-,PTHR13335.orig.30.pi,-,8.6,4.1,4.0,0.29,8.9,7.8
CDJ65338.1,-,PTHR13335.orig.30.pi,-,9.1,4.0,8.0,0.21,9.4,7.2
CDJ68287.1,-,PTHR13335.orig.30.pi,-,9.1,4.0,1.5,0.077,10.9,7.7
CDJ67933.1,-,PTHR13335.orig.30.pi,-,9.2,4.0,0.7,10.0,3.8,0.7
CDJ69576.1,-,PTHR13335.orig.30.pi,-,9.4,4.0,2.7,10.0,3.8,2.7
CDJ70239.1,-,PTHR13335.orig.30.pi,-,9.5,3.9,8.4,17.0,3.1,8.4
CDJ67841.1,-,PTHR13335.orig.30.pi,-,9.7,3.9,0.9,12.0,3.7,0.9
CDJ62745.1,-,PTHR13335.orig.30.pi,-,9.7,3.9,6.9,14.0,3.4,6.9
CDJ62207.1,-,PTHR13335.orig.30.pi,-,9.7,3.9,1.7,0.48,8.2,2.0
CDJ65817.1,-,PTHR13335.orig.30.pi,-,9.8,3.9,9.0,13.0,3.5,9.0
CDJ62898.1,-,PTHR13335.orig.30.pi,-,9.9,3.9,0.6,21.0,2.8,0.6
CDI81110.1,-,PTHR13335.orig.30.pi,-,1.4e-18,65.9,8.5,2.5e-12,45.2,0.0
CDI81336.1,-,PTHR13335.orig.30.pi,-,1.2e-14,52.9,7.2,3.5e-05,21.6,0.0
CDI79834.1,-,PTHR13335.orig.30.pi,-,8.4e-13,46.8,8.7,8.5e-09,33.5,3.1
CDI80270.1,-,PTHR13335.orig.30.pi,-,1.8e-12,45.7,0.5,2.4e-11,41.9,0.0
CDI78367.1,-,PTHR13335.orig.30.pi,-,2.7e-12,45.1,8.9,8.4e-07,26.9,6.5
CDI76553.1,-,PTHR13335.orig.30.pi,-,4.2e-12,44.4,5.5,7.7e-12,43.6,5.5
CDI78220.1,-,PTHR13335.orig.30.pi,-,1.1e-11,43.1,0.0,1.1e-11,43.1,0.0
CDI76974.1,-,PTHR13335.orig.30.pi,-,1e-10,39.9,0.3,1e-10,39.9,0.3
CDI80756.1,-,PTHR13335.orig.30.pi,-,2.3e-10,38.7,5.9,2.3e-10,38.7,5.9
CDI80360.1,-,PTHR13335.orig.30.pi,-,4.1e-10,37.9,6.6,4.1e-10,37.9,6.6
CDI79250.1,-,PTHR13335.orig.30.pi,-,4.5e-10,37.7,0.0,4.5e-10,37.7,0.0
CDI78838.1,-,PTHR13335.orig.30.pi,-,8.1e-10,36.9,6.3,3.3e-06,25.0,7.6
CDI76053.1,-,PTHR13335.orig.30.pi,-,8.4e-10,36.8,5.4,9.1e-07,26.8,5.0
CDI81830.1,-,PTHR13335.orig.30.pi,-,1.3e-09,36.2,8.1,1.8e-09,35.8,8.1
CDI78379.1,-,PTHR13335.orig.30.pi,-,1.5e-09,36.0,1.3,1.5e-09,36.0,1.3
CDI78859.1,-,PTHR13335.orig.30.pi,-,1.7e-09,35.8,3.2,1.7e-09,35.8,3.2
CDI77232.1,-,PTHR13335.orig.30.pi,-,3.5e-09,34.8,3.8,3.5e-09,34.8,3.8
CDI80782.1,-,PTHR13335.orig.30.pi,-,5.4e-09,34.2,8.0,0.00057,17.6,0.0
CDI78901.1,-,PTHR13335.orig.30.pi,-,5.5e-09,34.1,5.4,0.011,13.4,0.5
CDI83898.1,-,PTHR13335.orig.30.pi,-,9.1e-09,33.4,3.4,9.1e-09,33.4,3.4
CDI83048.1,-,PTHR13335.orig.30.pi,-,1e-08,33.3,5.2,1e-08,33.3,5.2
CDJ26809.1,-,PTHR13335.orig.30.pi,-,1.4e-08,32.9,6.1,1.9e-08,32.4,6.1
CDI80052.1,-,PTHR13335.orig.30.pi,-,2.2e-08,32.2,4.5,2.2e-08,32.2,4.5
CDI79988.1,-,PTHR13335.orig.30.pi,-,6.5e-08,30.6,5.8,2.8e-07,28.5,3.8
CDI80815.1,-,PTHR13335.orig.30.pi,-,7.5e-08,30.4,0.0,7.5e-08,30.4,0.0
CDI83454.1,-,PTHR13335.orig.30.pi,-,7.5e-08,30.4,5.2,7.5e-08,30.4,5.2
CDI83574.1,-,PTHR13335.orig.30.pi,-,7.5e-08,30.4,4.4,1.9e-06,25.8,7.9
CDI76979.1,-,PTHR13335.orig.30.pi,-,8.2e-08,30.3,0.1,8.2e-08,30.3,0.1
CDI77692.1,-,PTHR13335.orig.30.pi,-,1.5e-07,29.4,0.4,1.8e-07,29.1,0.4
CDI76215.1,-,PTHR13335.orig.30.pi,-,1.8e-07,29.2,0.4,1.8e-07,29.2,0.4
CDI76775.1,-,PTHR13335.orig.30.pi,-,3e-07,28.4,6.8,4.7e-06,24.5,0.5
CDI79196.1,-,PTHR13335.orig.30.pi,-,3.4e-07,28.2,0.2,0.0011,16.6,0.2
CDI84326.1,-,PTHR13335.orig.30.pi,-,3.5e-07,28.2,3.4,3.5e-07,28.2,3.4
CDI81255.1,-,PTHR13335.orig.30.pi,-,3.7e-07,28.1,2.8,0.023,12.3,5.2
CDI81718.1,-,PTHR13335.orig.30.pi,-,3.7e-07,28.1,8.2,2.3e-05,22.2,8.4
CDI83234.1,-,PTHR13335.orig.30.pi,-,4.5e-07,27.8,7.7,4.5e-07,27.8,7.7
CDI77931.1,-,PTHR13335.orig.30.pi,-,4.6e-07,27.8,4.4,4.6e-07,27.8,4.4
CDI78896.1,-,PTHR13335.orig.30.pi,-,4.6e-07,27.8,2.8,0.00016,19.4,7.5
CDI84070.1,-,PTHR13335.orig.30.pi,-,4.8e-07,27.7,2.1,4.8e-07,27.7,2.1
CDI78645.1,-,PTHR13335.orig.30.pi,-,5.3e-07,27.6,4.5,7.5e-06,23.8,6.5
CDI76148.1,-,PTHR13335.orig.30.pi,-,5.6e-07,27.5,4.0,9.8e-07,26.7,4.0
CDI79880.1,-,PTHR13335.orig.30.pi,-,6.2e-07,27.4,4.4,6.2e-07,27.4,4.4
CDI81492.1,-,PTHR13335.orig.30.pi,-,6.5e-07,27.3,6.0,6.9e-07,27.2,6.0
CDI78406.1,-,PTHR13335.orig.30.pi,-,7.4e-07,27.1,0.0,7.4e-07,27.1,0.0
CDI83308.1,-,PTHR13335.orig.30.pi,-,9.6e-07,26.7,5.2,9.6e-07,26.7,5.2
CDI78269.1,-,PTHR13335.orig.30.pi,-,1.1e-06,26.5,0.8,1.1e-06,26.5,0.8
CDI80729.1,-,PTHR13335.orig.30.pi,-,1.1e-06,26.5,1.2,1.1e-06,26.5,1.2
CDI83552.1,-,PTHR13335.orig.30.pi,-,1.1e-06,26.5,7.4,1.1e-06,26.5,7.4
CDI80309.1,-,PTHR13335.orig.30.pi,-,1.3e-06,26.3,5.7,1.6e-06,26.0,5.7
CDI79013.1,-,PTHR13335.orig.30.pi,-,1.7e-06,26.0,2.4,1.7e-06,26.0,2.4
CDI83399.1,-,PTHR13335.orig.30.pi,-,1.7e-06,25.9,5.4,1.7e-06,25.9,5.4
CDJ26780.1,-,PTHR13335.orig.30.pi,-,2.2e-06,25.5,2.8,2.2e-06,25.5,2.8
