tar,tid,qry,qid,eva,sca,bia,evd,scd,bid
RHY37525.1,-,PTHR13298.orig.30.pi,-,0.025,11.5,6.3,0.028,11.4,2.1
RHY06715.1,-,PTHR13298.orig.30.pi,-,0.055,10.4,6.5,0.061,10.2,0.8
RHY28168.1,-,PTHR13298.orig.30.pi,-,0.075,10.0,0.7,0.16,8.9,0.1
RHY55006.1,-,PTHR13298.orig.30.pi,-,3.6e-92,309.1,6.9,1.5e-36,124.9,0.0
RHY60377.1,-,PTHR13298.orig.30.pi,-,2.9e-66,223.3,0.0,3.4e-66,223.1,0.0
RHY45044.1,-,PTHR13298.orig.30.pi,-,9.5e-06,22.9,0.1,1.4e-05,22.3,0.1
RHY65105.1,-,PTHR13298.orig.30.pi,-,0.023,11.6,6.2,0.028,11.4,2.2
RHY74033.1,-,PTHR13298.orig.30.pi,-,0.051,10.5,6.5,0.059,10.3,0.8
RHY99084.1,-,PTHR13298.orig.30.pi,-,1.3e-91,307.2,0.0,1.7e-91,306.8,0.0
RHY86813.1,-,PTHR13298.orig.30.pi,-,4.7e-69,232.5,0.0,5.4e-69,232.3,0.0
RHY99086.1,-,PTHR13298.orig.30.pi,-,6.5e-40,136.0,0.1,8.7e-33,112.4,0.2
RHY88128.1,-,PTHR13298.orig.30.pi,-,0.024,11.6,7.3,0.016,12.2,2.0
RHY92112.1,-,PTHR13298.orig.30.pi,-,0.032,11.1,5.0,0.051,10.5,1.0
RHY83679.1,-,PTHR13298.orig.30.pi,-,0.034,11.1,0.1,0.046,10.6,0.1
RHZ00272.1,-,PTHR13298.orig.30.pi,-,0.073,10.0,0.7,0.15,8.9,0.1
RHY89327.1,-,PTHR13298.orig.30.pi,-,1.1e-68,231.5,0.0,1.3e-68,231.3,0.0
RHY79673.1,-,PTHR13298.orig.30.pi,-,2.1e-66,224.0,0.0,2.7e-66,223.6,0.0
RHZ14626.1,-,PTHR13298.orig.30.pi,-,2.3e-39,134.4,7.0,2.5e-32,111.1,5.9
RHY84273.1,-,PTHR13298.orig.30.pi,-,0.0097,13.1,0.2,0.01,13.0,0.2
RHY98619.1,-,PTHR13298.orig.30.pi,-,0.025,11.7,7.1,0.019,12.1,2.0
RHZ27127.1,-,PTHR13298.orig.30.pi,-,0.038,11.1,5.0,0.059,10.5,1.0
RHZ07232.1,-,PTHR13298.orig.30.pi,-,0.078,10.1,0.6,0.19,8.8,0.1
RHZ27262.1,-,PTHR13298.orig.30.pi,-,5.8e-69,232.5,0.0,6.7e-69,232.2,0.0
RHZ04820.1,-,PTHR13298.orig.30.pi,-,1.6e-39,135.0,0.0,1.6e-39,135.0,0.0
RHZ07789.1,-,PTHR13298.orig.30.pi,-,3e-39,134.1,7.1,2.6e-32,111.1,6.0
RHY80678.1,-,PTHR13298.orig.30.pi,-,1.2e-31,108.9,0.0,1.3e-31,108.7,0.0
RHZ01868.1,-,PTHR13298.orig.30.pi,-,8.3e-19,66.3,0.0,9.8e-19,66.1,0.0
RHZ31117.1,-,PTHR13298.orig.30.pi,-,0.0035,14.6,0.6,0.0053,14.0,0.6
RHZ05720.1,-,PTHR13298.orig.30.pi,-,0.014,12.5,0.2,0.018,12.2,0.2
RHZ13517.1,-,PTHR13298.orig.30.pi,-,0.026,11.7,5.7,0.048,10.8,1.1
RHZ28051.1,-,PTHR13298.orig.30.pi,-,0.031,11.4,7.3,0.019,12.2,2.0
RHZ09307.1,-,PTHR13298.orig.30.pi,-,0.088,10.0,0.7,0.18,8.9,0.1
RHZ17952.1,-,PTHR13298.orig.30.pi,-,1.4e-91,307.1,0.0,1.8e-91,306.7,0.0
RHZ32913.1,-,PTHR13298.orig.30.pi,-,7e-69,231.9,0.0,8.1e-69,231.7,0.0
RHZ33763.1,-,PTHR13298.orig.30.pi,-,7.9e-40,135.7,0.1,1.1e-32,112.1,0.2
RHZ11906.1,-,PTHR13298.orig.30.pi,-,0.024,11.6,7.3,0.016,12.2,2.0
RHZ27073.1,-,PTHR13298.orig.30.pi,-,0.032,11.1,5.0,0.051,10.5,1.0
RHZ17285.1,-,PTHR13298.orig.30.pi,-,0.044,10.7,0.1,0.065,10.1,0.1
RHZ22999.1,-,PTHR13298.orig.30.pi,-,0.073,10.0,0.7,0.15,8.9,0.1
RLO13706.1,-,PTHR13298.orig.30.pi,-,1.4e-89,300.7,7.2,1.3e-36,125.2,0.0
RLO06017.1,-,PTHR13298.orig.30.pi,-,3.8e-41,140.3,0.0,4.2e-41,140.1,0.0
RLO01917.1,-,PTHR13298.orig.30.pi,-,0.0053,13.9,1.5,0.012,12.8,0.5
RLN94351.1,-,PTHR13298.orig.30.pi,-,0.028,11.5,0.2,0.037,11.1,0.2
RLO02504.1,-,PTHR13298.orig.30.pi,-,4.4,4.2,4.9,7.3,3.5,0.2
RMX70336.1,-,PTHR13298.orig.30.pi,-,0.0,1079.2,0.0,0.0,1078.8,0.0
RMX62285.1,-,PTHR13298.orig.30.pi,-,0.09,8.9,0.0,0.33,7.1,0.0
RMX67776.1,-,PTHR13298.orig.30.pi,-,0.11,8.6,0.6,0.0049,13.1,0.4
RMX62267.1,-,PTHR13298.orig.30.pi,-,0.57,6.3,5.2,1.6,4.8,0.0
RQM08889.1,-,PTHR13298.orig.30.pi,-,0.0,1083.6,0.0,0.0,1083.2,0.0
RQM17618.1,-,PTHR13298.orig.30.pi,-,0.11,8.6,0.6,0.0049,13.1,0.4
RQM18232.1,-,PTHR13298.orig.30.pi,-,0.93,5.6,5.1,3.3,3.8,0.0
TDH70536.1,-,PTHR13298.orig.30.pi,-,0.0,1077.0,3.3,0.0,1076.6,3.3
TDH70642.1,-,PTHR13298.orig.30.pi,-,0.045,10.1,0.1,0.072,9.5,0.1
TDH64770.1,-,PTHR13298.orig.30.pi,-,6.3,3.0,0.0,3.6,3.8,0.3
TFJ86146.1,-,PTHR13298.orig.30.pi,-,6.9e-73,244.5,0.0,3.3e-68,229.0,0.0
TFJ85101.1,-,PTHR13298.orig.30.pi,-,0.0058,12.9,1.8,0.044,10.0,0.3
TMW68659.1,-,PTHR13298.orig.30.pi,-,0.0,1019.0,0.9,0.0,1018.6,0.9
TMW63599.1,-,PTHR13298.orig.30.pi,-,0.00014,19.1,2.1,0.014,12.4,0.1
TMW55152.1,-,PTHR13298.orig.30.pi,-,0.00035,17.7,4.9,0.00035,17.7,4.9
TMW66352.1,-,PTHR13298.orig.30.pi,-,0.0013,15.9,1.1,0.0013,15.9,1.1
TMW59680.1,-,PTHR13298.orig.30.pi,-,0.0035,14.4,0.5,1.3,6.0,0.3
TMW57554.1,-,PTHR13298.orig.30.pi,-,0.027,11.5,1.6,0.54,7.2,0.0
TMW61221.1,-,PTHR13298.orig.30.pi,-,0.04,10.9,0.0,0.076,10.0,0.0
TMW69309.1,-,PTHR13298.orig.30.pi,-,0.071,10.1,1.8,0.31,7.9,0.1
TMW60681.1,-,PTHR13298.orig.30.pi,-,0.13,9.2,0.1,0.58,7.1,0.0
TMW59690.1,-,PTHR13298.orig.30.pi,-,0.17,8.9,1.7,1.0,6.3,0.5
KAF1332164.1,-,PTHR13298.orig.30.pi,-,4e-285,946.7,0.0,7e-285,946.3,0.0
KAF1333966.1,-,PTHR13298.orig.30.pi,-,0.0032,14.8,0.2,0.49,7.5,0.0
KAF1324598.1,-,PTHR13298.orig.30.pi,-,0.014,12.6,0.1,4.1,4.5,0.0
KAF1329087.1,-,PTHR13298.orig.30.pi,-,0.53,7.4,6.8,0.5,7.5,0.0
KAF1335686.1,-,PTHR13298.orig.30.pi,-,0.93,6.6,3.2,1.4,6.0,0.0
TYZ65440.1,-,PTHR13298.orig.30.pi,-,1e-298,987.4,0.0,7e-297,987.0,0.0
TYZ59835.1,-,PTHR13298.orig.30.pi,-,0.00093,16.1,1.6,0.002,15.0,1.6
TYZ58348.1,-,PTHR13298.orig.30.pi,-,0.0028,14.5,0.4,0.0051,13.7,0.4
TYZ63027.1,-,PTHR13298.orig.30.pi,-,0.0095,12.8,0.0,1.9,5.1,0.0
TYZ62508.1,-,PTHR13298.orig.30.pi,-,0.012,12.5,6.0,0.033,11.0,0.1
TYZ64149.1,-,PTHR13298.orig.30.pi,-,0.082,9.7,2.4,1.3,5.7,0.1
TYZ59531.1,-,PTHR13298.orig.30.pi,-,0.089,9.6,1.0,0.66,6.7,0.1
TYZ57995.1,-,PTHR13298.orig.30.pi,-,9.4,2.9,9.3,12.0,2.5,0.1
KAA0160179.1,-,PTHR13298.orig.30.pi,-,0.00031,17.0,4.4,0.00051,16.3,0.2
KAA0148584.1,-,PTHR13298.orig.30.pi,-,0.0073,12.5,3.1,2.3,4.2,0.0
KAA0167825.1,-,PTHR13298.orig.30.pi,-,0.0073,12.5,1.2,0.058,9.5,0.9
KAA0168978.1,-,PTHR13298.orig.30.pi,-,1.5,4.9,2.2,0.75,5.8,1.9
KAA0171632.1,-,PTHR13298.orig.30.pi,-,0.0071,12.5,1.2,0.057,9.5,0.9
KAA0153458.1,-,PTHR13298.orig.30.pi,-,0.035,10.2,0.5,0.044,9.9,0.5
KAA0169265.1,-,PTHR13298.orig.30.pi,-,0.064,9.3,0.0,0.34,6.9,0.0
KAA0160217.1,-,PTHR13298.orig.30.pi,-,2.4,4.1,2.7,0.75,5.8,1.9
KAA0145690.1,-,PTHR13298.orig.30.pi,-,8.7e-10,35.5,0.0,9.7e-10,35.3,0.0
KAA0151274.1,-,PTHR13298.orig.30.pi,-,0.00016,18.1,4.3,0.00028,17.3,0.7
KAA0152381.1,-,PTHR13298.orig.30.pi,-,0.0057,12.9,1.4,0.14,8.3,0.1
KAA0149817.1,-,PTHR13298.orig.30.pi,-,0.0077,12.5,3.1,2.5,4.2,0.0
KAA0157140.1,-,PTHR13298.orig.30.pi,-,1.7,4.7,2.2,0.77,5.9,1.8
KAA0163960.1,-,PTHR13298.orig.30.pi,-,8.6e-10,35.5,0.0,9.6e-10,35.3,0.0
KAA0174330.1,-,PTHR13298.orig.30.pi,-,0.00016,18.1,4.3,0.00027,17.3,0.7
KAA0175098.1,-,PTHR13298.orig.30.pi,-,0.0076,12.5,3.1,2.4,4.2,0.0
KAA0176825.1,-,PTHR13298.orig.30.pi,-,0.0076,12.5,1.2,0.061,9.5,0.9
KAA0176600.1,-,PTHR13298.orig.30.pi,-,1.7,4.7,2.2,0.76,5.9,1.8
KAE8892867.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE8889501.1,-,PTHR13298.orig.30.pi,-,0.14,10.6,1.4,12.0,4.1,0.1
KAE8910510.1,-,PTHR13298.orig.30.pi,-,0.41,9.0,0.0,1.5,7.1,0.0
KAE9050506.1,-,PTHR13298.orig.30.pi,-,0.0,1115.7,0.0,0.0,1115.4,0.0
KAE9048424.1,-,PTHR13298.orig.30.pi,-,3.9e-08,32.0,0.8,0.003,15.8,0.1
KAE9048425.1,-,PTHR13298.orig.30.pi,-,5.8e-08,31.5,0.0,5.8e-08,31.5,0.0
KAE8963271.1,-,PTHR13298.orig.30.pi,-,0.00075,17.8,5.5,0.18,9.9,0.2
KAE8979878.1,-,PTHR13298.orig.30.pi,-,0.0071,14.6,2.4,0.036,12.3,0.4
KAE9043800.1,-,PTHR13298.orig.30.pi,-,0.14,10.3,1.6,10.0,4.1,0.1
KAE8987767.1,-,PTHR13298.orig.30.pi,-,0.34,9.1,0.0,1.1,7.4,0.0
KAE8969221.1,-,PTHR13298.orig.30.pi,-,1.9,6.6,2.9,5.9,4.9,0.5
KAE9013292.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE8963238.1,-,PTHR13298.orig.30.pi,-,0.0016,16.7,3.7,1.2,7.2,0.0
KAE9024566.1,-,PTHR13298.orig.30.pi,-,0.1,10.8,1.2,10.0,4.1,0.1
KAE8978188.1,-,PTHR13298.orig.30.pi,-,0.33,9.0,0.0,1.3,7.1,0.0
KAE9018884.1,-,PTHR13298.orig.30.pi,-,5.8,4.9,4.3,0.053,11.7,0.6
KAE9045162.1,-,PTHR13298.orig.30.pi,-,0.0,1115.7,0.0,0.0,1115.4,0.0
KAE9042101.1,-,PTHR13298.orig.30.pi,-,1.5e-08,33.3,1.6,0.00076,17.8,0.3
KAE9042102.1,-,PTHR13298.orig.30.pi,-,7e-08,31.1,0.0,7e-08,31.1,0.0
KAE8969634.1,-,PTHR13298.orig.30.pi,-,0.014,13.6,0.9,0.16,10.1,0.5
KAE8991186.1,-,PTHR13298.orig.30.pi,-,0.077,11.1,2.6,0.06,11.5,0.6
KAE9040544.1,-,PTHR13298.orig.30.pi,-,0.13,10.3,1.6,10.0,4.1,0.1
KAE8954317.1,-,PTHR13298.orig.30.pi,-,0.18,9.9,0.2,0.21,9.7,0.2
KAE9034556.1,-,PTHR13298.orig.30.pi,-,0.33,9.1,0.0,1.0,7.4,0.0
KAE9214753.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE9165134.1,-,PTHR13298.orig.30.pi,-,0.0056,14.9,6.3,0.68,8.0,0.2
KAE9228026.1,-,PTHR13298.orig.30.pi,-,0.0072,14.6,8.2,0.037,12.2,0.4
KAE9238334.1,-,PTHR13298.orig.30.pi,-,0.12,10.6,1.4,10.0,4.1,0.1
KAE9177617.1,-,PTHR13298.orig.30.pi,-,0.34,9.0,0.0,1.3,7.1,0.0
KAE9116439.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE9123201.1,-,PTHR13298.orig.30.pi,-,0.00096,17.5,0.0,0.054,11.7,1.1
KAE9071305.1,-,PTHR13298.orig.30.pi,-,0.0011,17.3,7.4,0.74,7.9,0.2
KAE9130808.1,-,PTHR13298.orig.30.pi,-,0.12,10.6,1.4,10.0,4.1,0.1
KAE9079466.1,-,PTHR13298.orig.30.pi,-,0.33,9.0,0.0,1.0,7.4,0.0
KAE9114798.1,-,PTHR13298.orig.30.pi,-,1.9,6.5,9.9,0.59,8.2,2.7
KAE9146267.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE9068798.1,-,PTHR13298.orig.30.pi,-,0.0056,14.9,6.3,0.68,8.0,0.2
KAE9149018.1,-,PTHR13298.orig.30.pi,-,0.0072,14.6,8.2,0.037,12.2,0.4
KAE9152022.1,-,PTHR13298.orig.30.pi,-,0.12,10.6,1.4,10.0,4.1,0.1
KAE9099369.1,-,PTHR13298.orig.30.pi,-,0.34,9.0,0.0,1.3,7.1,0.0
KAE9236916.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE9184101.1,-,PTHR13298.orig.30.pi,-,0.00024,19.4,6.4,1.4,6.9,0.0
KAE9256030.1,-,PTHR13298.orig.30.pi,-,0.12,10.6,1.4,10.0,4.1,0.1
KAE9185917.1,-,PTHR13298.orig.30.pi,-,0.33,9.0,0.0,1.0,7.4,0.0
KAE9235298.1,-,PTHR13298.orig.30.pi,-,0.57,8.3,0.2,0.19,9.8,3.1
KAE9243947.1,-,PTHR13298.orig.30.pi,-,0.66,8.1,6.0,0.057,11.6,1.0
KAE9128347.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE9122113.1,-,PTHR13298.orig.30.pi,-,0.034,12.3,1.5,0.055,11.6,1.0
KAE9141391.1,-,PTHR13298.orig.30.pi,-,0.12,10.6,1.4,10.0,4.1,0.1
KAE9076673.1,-,PTHR13298.orig.30.pi,-,0.33,9.0,0.0,1.3,7.1,0.0
KAE9237685.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE9249951.1,-,PTHR13298.orig.30.pi,-,0.0017,16.6,7.2,0.048,11.9,1.1
KAE9258286.1,-,PTHR13298.orig.30.pi,-,0.12,10.6,1.4,10.0,4.1,0.1
KAE9188715.1,-,PTHR13298.orig.30.pi,-,0.34,9.0,0.0,1.3,7.1,0.0
KAE9313339.1,-,PTHR13298.orig.30.pi,-,0.0,1116.6,0.0,0.0,1116.2,0.0
KAE9322473.1,-,PTHR13298.orig.30.pi,-,0.0063,14.8,0.4,0.026,12.7,0.0
KAE9318052.1,-,PTHR13298.orig.30.pi,-,0.0072,14.6,8.2,0.037,12.2,0.4
KAE9330699.1,-,PTHR13298.orig.30.pi,-,0.12,10.6,1.4,10.0,4.1,0.1
KAE9282717.1,-,PTHR13298.orig.30.pi,-,0.34,9.0,0.0,1.3,7.1,0.0
KAE9344729.1,-,PTHR13298.orig.30.pi,-,0.0,1116.5,0.0,0.0,1116.2,0.0
KAE9362399.1,-,PTHR13298.orig.30.pi,-,0.11,10.7,1.3,10.0,4.1,0.1
KAE9344028.1,-,PTHR13298.orig.30.pi,-,0.28,9.3,9.1,0.19,9.8,3.1
KAE9294385.1,-,PTHR13298.orig.30.pi,-,0.3,9.2,1.3,8.5,4.4,0.0
KAE9322323.1,-,PTHR13298.orig.30.pi,-,0.34,9.1,0.0,1.0,7.4,0.0
KAE9350043.1,-,PTHR13298.orig.30.pi,-,7.9,4.5,7.4,0.056,11.6,0.6
KAE9356007.1,-,PTHR13298.orig.30.pi,-,0.0,1115.7,0.0,0.0,1115.4,0.0
KAE9348013.1,-,PTHR13298.orig.30.pi,-,1.6e-08,33.3,1.6,0.0008,17.8,0.3
KAE9304692.1,-,PTHR13298.orig.30.pi,-,0.11,10.7,2.4,0.067,11.4,0.6
KAE9351287.1,-,PTHR13298.orig.30.pi,-,0.14,10.3,1.6,11.0,4.1,0.1
KAE9297436.1,-,PTHR13298.orig.30.pi,-,0.35,9.1,0.0,1.1,7.4,0.0
KAE9280497.1,-,PTHR13298.orig.30.pi,-,1.1,7.4,2.4,53.0,1.8,0.0
KAF0726794.1,-,PTHR13298.orig.30.pi,-,8e-266,883.6,0.0,5e-266,882.6,0.0
KAF0733831.1,-,PTHR13298.orig.30.pi,-,0.00045,17.8,3.8,0.022,12.2,1.1
KAF0731791.1,-,PTHR13298.orig.30.pi,-,0.016,12.7,0.0,0.21,9.0,0.2
KAF0728592.1,-,PTHR13298.orig.30.pi,-,0.038,11.4,0.1,0.059,10.8,0.1
KAF0737654.1,-,PTHR13298.orig.30.pi,-,0.34,8.3,2.4,2.0,5.7,0.0
KAF0745389.1,-,PTHR13298.orig.30.pi,-,0.64,7.4,3.5,16.0,2.7,0.1
KAF0695553.1,-,PTHR13298.orig.30.pi,-,0.017,12.9,0.1,0.11,10.2,0.0
KAF0714241.1,-,PTHR13298.orig.30.pi,-,0.085,10.6,0.3,0.12,10.1,0.3
KAF0699633.1,-,PTHR13298.orig.30.pi,-,4.1,5.0,8.5,1.9,6.1,2.0
KAF0719358.1,-,PTHR13298.orig.30.pi,-,4e-102,338.5,4.2,1.8e-71,240.7,4.1
KAF0750204.1,-,PTHR13298.orig.30.pi,-,0.0034,14.6,0.6,0.0051,14.0,0.6
KAF0753376.1,-,PTHR13298.orig.30.pi,-,0.017,12.3,7.3,0.028,11.6,3.5
KAF0735574.1,-,PTHR13298.orig.30.pi,-,0.072,10.2,1.1,0.096,9.8,0.1
KAF0752598.1,-,PTHR13298.orig.30.pi,-,0.076,10.1,0.6,0.18,8.8,0.1
KAF0756973.1,-,PTHR13298.orig.30.pi,-,0.2,8.7,2.3,0.93,6.5,0.1
KAF0702591.1,-,PTHR13298.orig.30.pi,-,0.21,8.6,0.0,0.22,8.6,0.0
KAF1777153.1,-,PTHR13298.orig.30.pi,-,0.0,1011.6,0.0,3e-305,1011.2,0.0
KAF1789618.1,-,PTHR13298.orig.30.pi,-,1.5e-05,23.0,1.6,1.5e-05,23.0,1.6
KAF1777018.1,-,PTHR13298.orig.30.pi,-,0.0002,19.3,4.3,0.0002,19.3,4.3
KAF1775412.1,-,PTHR13298.orig.30.pi,-,0.24,9.1,0.0,0.56,7.8,0.0
KAF1794135.1,-,PTHR13298.orig.30.pi,-,0.33,8.5,4.3,1.4,6.5,0.3
KAF4040553.1,-,PTHR13298.orig.30.pi,-,0.0,1114.3,0.0,0.0,1114.0,0.0
KAF4047302.1,-,PTHR13298.orig.30.pi,-,0.21,8.9,0.0,0.52,7.7,0.0
KAF4033246.1,-,PTHR13298.orig.30.pi,-,0.67,7.3,4.9,0.63,7.4,0.2
KAF4034619.1,-,PTHR13298.orig.30.pi,-,1.3,6.4,6.4,0.65,7.3,0.3
GMH93873.1,-,PTHR13298.orig.30.pi,-,2e-144,478.1,0.0,1e-143,476.3,0.0
GMH65663.1,-,PTHR13298.orig.30.pi,-,0.0047,13.8,0.5,0.16,8.8,0.1
GMH54161.1,-,PTHR13298.orig.30.pi,-,0.45,7.3,3.4,0.53,7.0,2.0
KAF4135799.1,-,PTHR13298.orig.30.pi,-,0.0,1114.3,0.0,0.0,1114.0,0.0
KAF4133453.1,-,PTHR13298.orig.30.pi,-,0.064,10.9,0.0,0.087,10.5,0.0
KAF4139425.1,-,PTHR13298.orig.30.pi,-,0.25,8.9,0.0,0.61,7.7,0.0
KAF4145734.1,-,PTHR13298.orig.30.pi,-,0.69,7.5,5.3,0.76,7.3,0.3
KAG1700301.1,-,PTHR13298.orig.30.pi,-,0.0,1113.6,0.0,0.0,1113.3,0.0
KAG1712358.1,-,PTHR13298.orig.30.pi,-,0.024,12.3,1.5,0.038,11.6,0.4
KAG1707451.1,-,PTHR13298.orig.30.pi,-,0.11,10.1,1.1,0.25,8.9,1.1
KAG1703045.1,-,PTHR13298.orig.30.pi,-,0.23,9.1,0.0,0.39,8.3,0.0
KAG2849095.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG2825607.1,-,PTHR13298.orig.30.pi,-,0.14,9.9,0.6,0.73,7.5,0.1
KAG2846794.1,-,PTHR13298.orig.30.pi,-,0.21,9.3,2.0,1.2,6.8,0.5
KAG2796304.1,-,PTHR13298.orig.30.pi,-,0.23,9.2,0.6,0.74,7.5,0.8
KAG2808577.1,-,PTHR13298.orig.30.pi,-,0.27,9.0,0.0,0.68,7.7,0.0
KAG2848009.1,-,PTHR13298.orig.30.pi,-,1.9,6.1,3.0,23.0,2.6,0.0
KAG2766796.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG2764636.1,-,PTHR13298.orig.30.pi,-,1.9e-06,26.2,0.4,2.6e-06,25.8,0.4
KAG2787442.1,-,PTHR13298.orig.30.pi,-,0.16,9.9,0.6,0.83,7.5,0.1
KAG2772509.1,-,PTHR13298.orig.30.pi,-,0.23,9.4,2.0,1.3,6.9,0.5
KAG2774963.1,-,PTHR13298.orig.30.pi,-,0.26,9.2,0.6,0.84,7.5,0.8
KAG2763240.1,-,PTHR13298.orig.30.pi,-,0.32,8.9,0.0,1.1,7.1,0.0
KAG2771600.1,-,PTHR13298.orig.30.pi,-,0.57,8.1,1.3,3.2,5.6,0.4
KAG2763211.1,-,PTHR13298.orig.30.pi,-,2.2,6.1,3.0,26.0,2.6,0.0
KAG2848958.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG2833148.1,-,PTHR13298.orig.30.pi,-,1.5e-06,26.4,0.1,2.1e-06,25.9,0.1
KAG2823440.1,-,PTHR13298.orig.30.pi,-,0.078,10.8,0.8,0.52,8.1,0.1
KAG2835908.1,-,PTHR13298.orig.30.pi,-,0.21,9.3,2.0,1.2,6.8,0.5
KAG2812085.1,-,PTHR13298.orig.30.pi,-,0.23,9.2,0.6,0.75,7.5,0.8
KAG2807195.1,-,PTHR13298.orig.30.pi,-,0.28,9.0,0.0,0.69,7.7,0.0
KAG2847158.1,-,PTHR13298.orig.30.pi,-,2.0,6.1,3.0,23.0,2.6,0.0
KAG2868955.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG2857037.1,-,PTHR13298.orig.30.pi,-,0.078,10.8,0.8,0.51,8.1,0.1
KAG2863841.1,-,PTHR13298.orig.30.pi,-,0.21,9.3,2.0,1.2,6.8,0.5
KAG2849108.1,-,PTHR13298.orig.30.pi,-,0.28,9.0,0.0,0.69,7.7,0.0
KAG2868298.1,-,PTHR13298.orig.30.pi,-,2.0,6.1,3.0,23.0,2.6,0.0
KAG2955758.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG2947295.1,-,PTHR13298.orig.30.pi,-,1.6e-05,23.1,2.7,1.6e-05,23.1,2.7
KAG2938441.1,-,PTHR13298.orig.30.pi,-,0.087,10.8,0.8,0.57,8.1,0.1
KAG2953473.1,-,PTHR13298.orig.30.pi,-,0.22,9.4,2.0,1.3,6.9,0.5
KAG2918269.1,-,PTHR13298.orig.30.pi,-,0.25,9.2,0.6,0.83,7.5,0.8
KAG2913329.1,-,PTHR13298.orig.30.pi,-,0.31,9.0,0.0,0.76,7.7,0.0
KAG2954588.1,-,PTHR13298.orig.30.pi,-,2.2,6.1,3.0,26.0,2.6,0.0
KAG2944928.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG2942736.1,-,PTHR13298.orig.30.pi,-,0.21,9.3,2.0,1.2,6.8,0.5
KAG2889010.1,-,PTHR13298.orig.30.pi,-,0.23,9.2,0.6,0.76,7.5,0.8
KAG2898102.1,-,PTHR13298.orig.30.pi,-,0.28,9.0,0.0,0.69,7.7,0.0
KAG2943307.1,-,PTHR13298.orig.30.pi,-,2.0,6.1,3.0,23.0,2.6,0.0
KAG2920517.1,-,PTHR13298.orig.30.pi,-,5.1,4.8,6.2,0.74,7.6,0.1
KAG2934652.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG2917643.1,-,PTHR13298.orig.30.pi,-,1.6e-05,23.1,2.7,1.6e-05,23.1,2.7
KAG2921630.1,-,PTHR13298.orig.30.pi,-,0.24,9.3,2.0,1.4,6.8,0.5
KAG2883885.1,-,PTHR13298.orig.30.pi,-,0.26,9.2,0.6,0.84,7.5,0.8
KAG2887680.1,-,PTHR13298.orig.30.pi,-,0.31,9.0,0.0,0.77,7.7,0.0
KAG2933317.1,-,PTHR13298.orig.30.pi,-,2.2,6.1,3.0,26.0,2.6,0.0
KAG2907260.1,-,PTHR13298.orig.30.pi,-,5.7,4.8,6.2,0.82,7.6,0.1
KAG3104545.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG3055956.1,-,PTHR13298.orig.30.pi,-,0.11,10.3,0.7,0.57,7.9,0.1
KAG3098495.1,-,PTHR13298.orig.30.pi,-,0.19,9.5,1.9,1.2,6.9,0.4
KAG3057222.1,-,PTHR13298.orig.30.pi,-,0.27,9.0,0.8,0.8,7.4,0.9
KAG3050101.1,-,PTHR13298.orig.30.pi,-,0.27,9.0,0.0,0.69,7.6,0.0
KAG3100869.1,-,PTHR13298.orig.30.pi,-,1.9,6.1,3.0,23.0,2.6,0.0
KAG3036162.1,-,PTHR13298.orig.30.pi,-,0.0,1112.9,0.0,0.0,1112.6,0.0
KAG3027761.1,-,PTHR13298.orig.30.pi,-,8.4e-06,24.1,0.3,8.4e-06,24.1,0.3
KAG3023790.1,-,PTHR13298.orig.30.pi,-,0.15,10.0,0.6,0.82,7.5,0.1
KAG3034852.1,-,PTHR13298.orig.30.pi,-,0.2,9.6,1.9,1.3,6.9,0.4
KAG3008435.1,-,PTHR13298.orig.30.pi,-,0.3,9.0,0.8,0.9,7.4,0.9
KAG3006730.1,-,PTHR13298.orig.30.pi,-,0.3,9.0,0.0,0.78,7.6,0.0
KAG3035604.1,-,PTHR13298.orig.30.pi,-,2.2,6.1,3.0,26.0,2.6,0.0
