"","Group","Accn","Organism_Taxonomic_ID","Organism.Name","SIN1All","SIN1Domain","RICTORAll","RICTORDomain","RAPTORAll","RAPTORDomain","TORAll","TORDomain","LST8All","LST8Domain","source","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"114","Stramenopiles","Claok1",309737,"Cladosiphon okamuranus S strain",NA,NA,589.2,588.5,994,713.7,1225.4,1224.9,134.5,115.5,"JGI","Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Cladosiphon"
"115","Stramenopiles","Ochro1393",420556,"Ochromonas sp. CCMP1393 v1.4",119.9,119.3,442.7,168.3,1082.6,968.8,1120.9,1120.2,351.3,351.1,"JGI","Chrysophyceae",NA,"Chromulinales","Chromulinaceae","Ochromonas"
"116","Stramenopiles","Parimp1",37642,"Paraphysomonas imperforata CCMP1604 v1.4",130.6,130,411.2,410.9,1081.7,1081.3,1155.1,1154.6,331.5,331.2,"JGI","Chrysophyceae",NA,"Chromulinales","Paraphysomonadaceae","Paraphysomonas"
"117","Stramenopiles","Mintr2",265540,"Minidiscus variabilis CCMP495 v1.0",NA,NA,NA,NA,895.6,894.6,1213.6,1213.3,NA,NA,"JGI","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Minidiscus"
"118","Stramenopiles","Thaoce1",637379,"Thalassiosira oceanica CCMP1005",NA,NA,NA,NA,1119.5,1119.1,1044.5,1042.2,286.9,286.7,"JGI","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira"
"119","Stramenopiles","Phatr2",2850,"Phaeodactylum tricornutum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JGI","Bacillariophyceae","Bacillariophyta","Naviculales","Phaeodactylaceae","Phaeodactylum"
"120","Stramenopiles","Schag1",876976,"Schizochytrium aggregatum ATCC 28209 v1.0",NA,NA,507,501.2,1053.6,1053,1356.6,1356.3,354.9,354.6,"JGI","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Schizochytrium"
"121","Stramenopiles","Aplke1",87111,"Aplanochytrium kerguelense PBS07 v1.0",NA,NA,567.9,567.4,993.6,993.2,1376.5,1376.1,370.2,370.1,"JGI","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aplanochytrium"
"122","Stramenopiles","Phyci1",622258,"Phytophthora cinnamomi var cinnamomi v1.0",228.3,228,1123,1122.7,1371.3,1370.9,2140.8,2139.3,384,383.9,"JGI",NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora"
"123","Stramenopiles","Aurli1",717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0",NA,NA,115,114.8,687.8,687.3,1400.5,1400.3,349.2,348.8,"JGI","Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aurantiochytrium"
"124","Stramenopiles","Psemu1",37319,"Pseudo-nitzschia multiseries CLN-47",NA,NA,NA,NA,1106.5,1106.1,1278,1277.7,333,332.9,"JGI","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Pseudo-nitzschia"
"125","Stramenopiles","Fracy1",186039,"Fragilariopsis cylindrus CCMP 1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JGI","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Fragilariopsis"
"126","Stramenopiles","Sacja1",88149,"Saccharina japonica str. Ja",NA,NA,610.6,610.3,632.2,280.1,1102.2,1101.8,268.4,268,"JGI","Phaeophyceae",NA,"Laminariales","Laminariaceae","Saccharina"
"127","Alveolata","GCA_900002385.2",5861,"Plasmodium yoelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"128","Alveolata","GCA_000740895.1",869250,"Theileria orientalis strain Shintoku",NA,NA,NA,NA,NA,NA,171.4,171.4,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"129","Alveolata","GCA_900681995.1",54757,"Plasmodium vinckei vinckei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"130","Alveolata","GCA_031892065.1",2138604,"Cryptosporidium sp. 43IA8",NA,NA,NA,NA,NA,NA,443.5,442.1,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"131","Alveolata","GCA_000208865.2",572307,"Neospora caninum Liverpool",NA,NA,NA,NA,NA,NA,758.2,743.8,125.5,110.3,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Neospora"
"132","Alveolata","GCA_000691945.2",1133968,"Babesia microti strain RI",NA,NA,NA,NA,NA,NA,250.9,250.9,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"133","Alveolata","GCA_001680005.1",208452,"Plasmodium coatneyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"134","Alveolata","GCA_900257145.2",720590,"Plasmodium sp. DRC-Itaito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"135","Alveolata","GCA_000006565.2",508771,"Toxoplasma gondii ME49",NA,NA,NA,NA,NA,NA,727,727,125.4,119.6,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"136","Alveolata","GCA_000002415.2",5855,"Plasmodium vivax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"137","Alveolata","GCA_900002375.2",5823,"Plasmodium berghei ANKA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"138","Alveolata","GCA_000165345.1",353152,"Cryptosporidium parvum Iowa II",NA,NA,NA,NA,NA,NA,445.5,444.2,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"139","Alveolata","GCA_000165395.2",484906,"Babesia bovis T2Bo",NA,NA,NA,NA,NA,NA,333.6,331,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"140","Alveolata","GCA_000006355.3",5851,"Plasmodium knowlesi strain H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"141","Alveolata","GCA_000165365.1",333668,"Theileria parva strain Muguga",NA,NA,NA,NA,NA,NA,179.5,179.5,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"142","Alveolata","GCA_000981445.1",5866,"Babesia bigemina",NA,NA,NA,NA,NA,NA,340.3,340.3,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"143","Alveolata","GCA_039657295.1",93969,"Cryptosporidium meleagridis",NA,NA,NA,NA,NA,NA,456.7,456.7,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"144","Alveolata","GCA_001601855.1",5854,"Plasmodium reichenowi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"145","Alveolata","GCA_000342415.1",1537102,"Theileria equi strain WA",NA,NA,NA,NA,NA,NA,320.8,319.9,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"146","Alveolata","GCA_002563875.1",94643,"Besnoitia besnoiti",NA,NA,NA,NA,NA,NA,806.6,784.3,130.3,118.2,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Besnoitia"
"147","Alveolata","GCA_023973825.1",5824,"Plasmodium brasilianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"148","Alveolata","GCA_028658345.1",323732,"Babesia duncani",NA,NA,NA,NA,NA,NA,350.5,350.5,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"149","Alveolata","GCA_000321355.1",1120755,"Plasmodium cynomolgi strain B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"150","Alveolata","GCA_900005765.1",85471,"Plasmodium relictum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"151","Alveolata","GCA_001602025.1",647221,"Plasmodium gaboni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"152","Alveolata","GCA_900090045.1",5858,"Plasmodium malariae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"153","Alveolata","GCA_900097015.1",880535,"Plasmodium sp. gorilla clade G2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"154","Alveolata","GCA_900095595.1",880534,"Plasmodium sp. gorilla clade G1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"155","Alveolata","GCA_900097035.1",880536,"Plasmodium sp. gorilla clade G3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"156","Alveolata","GCA_002157705.1",77519,"Plasmodium gonderi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"157","Alveolata","GCA_000189635.1",312017,"Tetrahymena thermophila SB210",NA,NA,641.8,638.1,NA,NA,1095.5,1095.5,271.4,271.1,"NCBI","Oligohymenophorea","Ciliophora","Hymenostomatida","Tetrahymenidae","Tetrahymena"
"158","Alveolata","GCA_000165425.1",5888,"Paramecium tetraurelia",203.7,203.3,896.6,896.4,NA,NA,1157.5,1157.2,319.1,318.9,"NCBI","Oligohymenophorea","Ciliophora","Peniculida","Parameciidae","Paramecium"
"159","Alveolata","GCA_000711775.1",1172189,"Oxytricha trifallax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Spirotrichea","Ciliophora","Sporadotrichida","Oxytrichidae","Oxytricha"
"160","Alveolata","GCA_000220395.1",5932,"Ichthyophthirius multifiliis",NA,NA,278.7,278.5,NA,NA,1094.2,1093.7,242,241.8,"NCBI","Oligohymenophorea","Ciliophora","Hymenostomatida",NA,"Ichthyophthirius"
"161","Alveolata","GCA_000499425.1",5801,"Eimeria acervulina",NA,NA,NA,NA,NA,NA,281.3,281.3,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"162","Alveolata","GCA_001939145.1",2951,"Symbiodinium microadriaticum",NA,NA,NA,NA,NA,NA,466.1,466.1,161.2,122.9,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Symbiodinium"
"163","Alveolata","GCA_000499605.1",5804,"Eimeria maxima",NA,NA,NA,NA,NA,NA,133.4,132.6,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"164","Alveolata","GCA_000006405.1",423536,"Perkinsus marinus ATCC 50983",NA,NA,157,109.5,221.1,221.1,1096.2,1095.8,294.5,223,"NCBI",NA,"Perkinsozoa","Perkinsida","Perkinsidae","Perkinsus"
"165","Alveolata","GCA_001447515.1",266149,"Pseudocohnilembus persalinus",NA,NA,676.9,674.3,NA,NA,983.8,983.5,296,295.7,"NCBI","Oligohymenophorea","Ciliophora","Philasterida","Pseudocohnilembidae","Pseudocohnilembus"
"166","Alveolata","GCA_013115135.1",32597,"Perkinsus olseni",NA,NA,311.9,153.8,313.8,313.1,1157.6,1157.2,229.5,229.1,"NCBI",NA,"Perkinsozoa","Perkinsida","Perkinsidae","Perkinsus"
"167","Alveolata","GCA_900005855.1",5849,"Plasmodium gallinaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"168","Alveolata","GCA_000499385.1",51315,"Eimeria necatrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"169","Alveolata","GCA_946863485.1",5936,"Moneuplotes crassus",NA,NA,NA,NA,NA,NA,402.4,402.4,247.6,247.4,"NCBI","Spirotrichea","Ciliophora","Euplotida","Euplotidae","Moneuplotes"
"170","Alveolata","GCA_000006515.1",441375,"Cryptosporidium muris RN66",NA,NA,NA,NA,NA,NA,447.7,447.7,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"171","Alveolata","GCA_000751175.1",5949,"Stylonychia lemnae",NA,NA,560,478.5,NA,NA,1180.2,1179.9,299.1,298.8,"NCBI","Spirotrichea","Ciliophora","Sporadotrichida","Oxytrichidae","Stylonychia"
"172","Alveolata","GCA_024862765.1",5871,"Babesia caballi",NA,NA,NA,NA,NA,NA,300,300,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"173","Alveolata","GCA_001865345.1",857276,"Cryptosporidium ubiquitum",NA,NA,NA,NA,NA,NA,435.6,435.6,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"174","Alveolata","GCA_001970955.1",5963,"Stentor coeruleus",NA,NA,582.6,578,NA,NA,1100.2,1099.8,280.2,280.1,"NCBI","Heterotrichea","Ciliophora","Heterotrichida","Stentoridae","Stentor"
"175","Alveolata","GCA_001179505.1",1169540,"Vitrella brassicaformis CCMP3155",NA,NA,428.7,231.7,651.7,396.2,1434.1,1432.9,302,301.6,"NCBI",NA,NA,NA,"Vitrellaceae","Vitrella"
"176","Alveolata","GCA_002600585.1",483139,"Cystoisospora suis",NA,NA,NA,NA,NA,NA,818.5,815.9,113.5,108.5,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Cystoisospora"
"177","Alveolata","GCA_000223845.4",110365,"Gregarina niphandrodes",NA,NA,NA,NA,NA,NA,417.6,417.6,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eugregarinorida","Gregarinidae","Gregarina"
"178","Alveolata","GCA_000499745.2",44415,"Eimeria mitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"179","Alveolata","GCA_002897235.1",189622,"Babesia ovata",NA,NA,NA,NA,NA,NA,321.3,321.3,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"180","Alveolata","GCA_023705535.2",5869,"Babesia ovis",NA,NA,NA,NA,NA,NA,335.4,334.8,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"181","Alveolata","GCA_037039495.1",659607,"Cryptosporidium xiaoi",NA,NA,NA,NA,NA,NA,437.4,437.4,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"182","Alveolata","GCA_009768925.2",310047,"Cryptosporidium bovis",NA,NA,NA,NA,NA,NA,440.3,440.3,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"183","Alveolata","GCA_002095265.1",462227,"Babesia sp. Xinjiang",NA,NA,NA,NA,NA,NA,326.8,323.2,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"184","Alveolata","GCA_004936735.2",1280935,"Cryptosporidium sp. chipmunk genotype I",NA,NA,NA,NA,NA,NA,451.4,450.8,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"185","Alveolata","GCA_009792415.2",515981,"Cryptosporidium ryanae",NA,NA,NA,NA,NA,NA,445.1,443.1,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"186","Alveolata","GCA_947184155.2",2562237,"Cladocopium goreaui",NA,NA,NA,NA,NA,NA,499.5,499.4,156.6,122.8,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Cladocopium"
"187","Alveolata","GCA_963575745.1",89957,"Polarella glacialis",NA,NA,133.1,130.4,329.4,329.1,1302.4,1302.1,298.4,297.4,"NCBI","Dinophyceae",NA,"Suessiales","Suessiaceae","Polarella"
"188","Alveolata","GCA_001865355.1",117008,"Cryptosporidium andersoni",NA,NA,NA,NA,NA,NA,443.8,443.8,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"189","Alveolata","GCA_027243985.1",195482,"Cryptosporidium canis",NA,NA,NA,NA,NA,NA,478.9,478.9,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"190","Alveolata","GCA_000524495.1",1237626,"Plasmodium inui San Antonio 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"191","Alveolata","GCA_019968985.2",2853592,"Porospora cf. gigantea B",NA,NA,NA,NA,NA,NA,251.9,251.9,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eugregarinorida","Porosporidae","Porospora"
"192","Alveolata","GCA_000499725.1",51314,"Eimeria brunetti",NA,NA,NA,NA,NA,NA,185.4,185.4,117.7,114.7,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"193","Alveolata","GCA_006369765.1",5974,"Halteria grandinella",NA,NA,629.4,628.5,NA,NA,422.6,422.3,NA,NA,"NCBI","Spirotrichea","Ciliophora","Sporadotrichida","Halteriidae","Halteria"
"194","Alveolata","GCA_914767885.1",1481888,"Blepharisma stoltei",NA,NA,621.4,617.1,NA,NA,1128.5,1128.2,279.2,279,"NCBI","Heterotrichea","Ciliophora","Heterotrichida","Blepharismidae","Blepharisma"
"195","Alveolata","GCA_963377175.1",2562239,"Effrenium voratum",NA,NA,NA,NA,NA,NA,453.2,453.2,NA,NA,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Effrenium"
"196","Alveolata","GCA_905221605.1",878477,"Symbiodinium natans",NA,NA,NA,NA,NA,NA,425.9,425.6,152.4,110.3,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Symbiodinium"
"197","Alveolata","GCA_905221615.1",631055,"Symbiodinium sp. CCMP2592",NA,NA,NA,NA,NA,NA,425.5,423.4,130.4,123,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Symbiodinium"
"198","Alveolata","GCA_905178155.1",2202890,"Amoebophrya sp. A120",NA,NA,NA,NA,NA,NA,297.2,296.8,NA,NA,"NCBI","Dinophyceae",NA,"Syndiniales","Amoebophryaceae","Amoebophrya"
"199","Alveolata","GCA_905182995.1",43137,"Paramecium octaurelia",203.2,202.8,887.6,887.3,NA,NA,1183.9,1183.6,319.4,319.2,"NCBI","Oligohymenophorea","Ciliophora","Peniculida","Parameciidae","Paramecium"
"200","Alveolata","GCA_905183005.1",43138,"Paramecium pentaurelia",190.4,189.9,889.8,889.6,NA,NA,1177.8,1177.5,318.6,318.4,"NCBI","Oligohymenophorea","Ciliophora","Peniculida","Parameciidae","Paramecium"
"201","Alveolata","GCA_905182975.1",5886,"Paramecium primaurelia",191.9,191.4,NA,NA,NA,NA,1178.3,1178,318.3,318.1,"NCBI","Oligohymenophorea","Ciliophora","Peniculida","Parameciidae","Paramecium"
"202","Alveolata","GCA_007210665.1",756076,"Cryptosporidium tyzzeri",NA,NA,NA,NA,NA,NA,445.2,444.3,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"203","Alveolata","GCA_905178165.1",1410381,"Amoebophrya sp. A25",NA,NA,NA,NA,NA,NA,339.5,338.9,NA,NA,"NCBI","Dinophyceae",NA,"Syndiniales","Amoebophryaceae","Amoebophrya"
"204","Alveolata","GCA_014529505.1",83540,"Cryptosporidium felis",NA,NA,NA,NA,NA,NA,473.3,472.8,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"205","Alveolata","GCA_900088485.1",864142,"Plasmodium ovale wallikeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"206","Alveolata","GCA_905182985.1",65129,"Paramecium sonneborni",186.2,185.8,883.5,883.2,NA,NA,1187.2,1187,321.1,320.9,"NCBI","Oligohymenophorea","Ciliophora","Peniculida","Parameciidae","Paramecium"
"207","Alveolata","GCA_015476325.1",476202,"Cardiosporidium cionae",NA,NA,NA,NA,NA,NA,297.8,232.3,268.7,268.4,"NCBI","Aconoidasida","Apicomplexa","Nephromycida",NA,"Cardiosporidium"
"208","Alveolata","GCA_963970005.1",1381693,"Durusdinium trenchii",NA,NA,NA,NA,NA,NA,581.6,581.4,302.2,126.3,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Durusdinium"
"209","Alveolata","GCA_013115145.1",330153,"Perkinsus chesapeaki",NA,NA,304.1,143.3,222.6,222.1,1179.2,1178.7,224.9,224.3,"NCBI",NA,"Perkinsozoa","Perkinsida","Perkinsidae","Perkinsus"
"210","Alveolata","GCA_000956335.1",5857,"Plasmodium fragile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"211","Alveolata","GCA_019968955.1",2853593,"Porospora cf. gigantea A",NA,NA,NA,NA,NA,NA,250.3,250.3,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eugregarinorida","Porosporidae","Porospora"
"212","Alveolata","GCA_902459845.2",2600580,"Hepatocystis sp. ex Piliocolobus tephrosceles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Hepatocystis"
"213","Alveolata","GCA_905231915.1",1628268,"Symbiodinium necroappetens",NA,NA,NA,NA,NA,NA,NA,NA,150.3,106.6,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Symbiodinium"
"214","Alveolata","GCA_905221635.1",1519616,"Symbiodinium sp. CCMP2456",NA,NA,NA,NA,NA,NA,369,368.8,NA,NA,"NCBI","Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Symbiodinium"
"215","Alveolata","GCA_004369235.1",2494336,"Perkinsus sp. BL_2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI",NA,"Perkinsozoa","Perkinsida","Perkinsidae","Perkinsus"
"216","Alveolata","GCA_900002335.2",31271,"Plasmodium chabaudi chabaudi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"217","Alveolata","GCA_000002765.3",36329,"Plasmodium falciparum 3D7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"218","Alveolata","GCA_020844765.3",73239,"Plasmodium yoelii yoelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"219","Alveolata","GCA_015245375.1",5807,"Cryptosporidium parvum",NA,NA,NA,NA,NA,NA,443.5,442.1,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"220","Alveolata","GCA_003072545.4",68886,"Theileria orientalis",NA,NA,NA,NA,NA,NA,172.3,156.4,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"221","Alveolata","GCA_903994235.1",138298,"Plasmodium vinckei petteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"222","Alveolata","GCA_903994205.1",119398,"Plasmodium vinckei brucechwatti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"223","Alveolata","GCA_903994225.1",138297,"Plasmodium vinckei lentum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"224","Alveolata","GCA_903994265.1",5860,"Plasmodium vinckei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"225","Alveolata","GCA_013099955.1",5811,"Toxoplasma gondii",NA,NA,NA,NA,NA,NA,709.9,709.9,125.3,117.1,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"226","Alveolata","GCA_900044335.1",5821,"Plasmodium berghei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"227","Alveolata","GCA_002223825.1",237895,"Cryptosporidium hominis",NA,NA,NA,NA,NA,NA,445.4,442.9,NA,NA,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"228","Alveolata","GCA_900095565.1",5826,"Plasmodium chabaudi adami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"229","Alveolata","GCA_000003225.1",5874,"Theileria annulata",NA,NA,NA,NA,NA,NA,166.3,166.3,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"230","Alveolata","GCA_900090035.2",36330,"Plasmodium ovale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"231","Alveolata","GCA_000256705.2",943122,"Toxoplasma gondii CAST",NA,NA,NA,NA,NA,NA,726.4,726.4,125.3,117.1,"NCBI","Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"232","Alveolata","GCA_002831795.1",5843,"Plasmodium falciparum NF54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"233","Alveolata","GCA_000149795.1",57267,"Plasmodium falciparum Dd2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
